"road","lrp1","lrp2","name","gap"
"N1","N1_LRPS","N1_LRPSa","N1_LRPS-N1_LRPSa","ROAD"
"N1","N1_LRPSa","N1_LRPSb","N1_LRPSa-N1_LRPSb","ROAD"
"N1","N1_LRPSb","N1_LRP001","N1_LRPSb-N1_LRP001","ROAD"
"N1","N1_LRP001","N1_LRP002","N1_LRP001-N1_LRP002","ROAD"
"N1","N1_LRP002","N1_LRP002a","N1_LRP002-N1_LRP002a","ROAD"
"N1","N1_LRP002a","N1_LRP003","N1_LRP002a-N1_LRP003","ROAD"
"N1","N1_LRP003","N1_LRP004","N1_LRP003-N1_LRP004","ROAD"
"N1","N1_LRP004","N1_LRP004a","N1_LRP004-N1_LRP004a","ROAD"
"N1","N1_LRP004a","N1_LRP005","N1_LRP004a-N1_LRP005","ROAD"
"N1","N1_LRP005","N1_LRP006","N1_LRP005-N1_LRP006","ROAD"
"N1","N1_LRP006","N1_LRP007","N1_LRP006-N1_LRP007","ROAD"
"N1","N1_LRP007","N1_LRP007a","N1_LRP007-N1_LRP007a","ROAD"
"N1","N1_LRP007a","N1_LRP008","N1_LRP007a-N1_LRP008","ROAD"
"N1","N1_LRP008","N1_LRP008a","N1_LRP008-N1_LRP008a","ROAD"
"N1","N1_LRP008a","N1_LRP008b","N1_LRP008a-N1_LRP008b","BRIDGE"
"N1","N1_LRP008b","N1_LRP009","N1_LRP008b-N1_LRP009","ROAD"
"N1","N1_LRP009","N1_LRP009a","N1_LRP009-N1_LRP009a","ROAD"
"N1","N1_LRP009a","N1_LRP010","N1_LRP009a-N1_LRP010","ROAD"
"N1","N1_LRP010","N1_LRP010a","N1_LRP010-N1_LRP010a","ROAD"
"N1","N1_LRP010a","N1_LRP010b","N1_LRP010a-N1_LRP010b","ROAD"
"N1","N1_LRP010b","N1_LRP010c","N1_LRP010b-N1_LRP010c","ROAD"
"N1","N1_LRP010c","N1_LRP011","N1_LRP010c-N1_LRP011","ROAD"
"N1","N1_LRP011","N1_LRP011a","N1_LRP011-N1_LRP011a","ROAD"
"N1","N1_LRP011a","N1_LRP011b","N1_LRP011a-N1_LRP011b","ROAD"
"N1","N1_LRP011b","N1_LRP012","N1_LRP011b-N1_LRP012","ROAD"
"N1","N1_LRP012","N1_LRP012a","N1_LRP012-N1_LRP012a","ROAD"
"N1","N1_LRP012a","N1_LRP012b","N1_LRP012a-N1_LRP012b","BRIDGE"
"N1","N1_LRP012b","N1_LRP012c","N1_LRP012b-N1_LRP012c","ROAD"
"N1","N1_LRP012c","N1_LRP013","N1_LRP012c-N1_LRP013","ROAD"
"N1","N1_LRP013","N1_LRP013a","N1_LRP013-N1_LRP013a","ROAD"
"N1","N1_LRP013a","N1_LRP014","N1_LRP013a-N1_LRP014","ROAD"
"N1","N1_LRP014","N1_LRP015","N1_LRP014-N1_LRP015","ROAD"
"N1","N1_LRP015","N1_LRP015a","N1_LRP015-N1_LRP015a","ROAD"
"N1","N1_LRP015a","N1_LRP016","N1_LRP015a-N1_LRP016","ROAD"
"N1","N1_LRP016","N1_LRP016a","N1_LRP016-N1_LRP016a","ROAD"
"N1","N1_LRP016a","N1_LRP016b","N1_LRP016a-N1_LRP016b","ROAD"
"N1","N1_LRP016b","N1_LRP016c","N1_LRP016b-N1_LRP016c","BRIDGE"
"N1","N1_LRP016c","N1_LRP017","N1_LRP016c-N1_LRP017","ROAD"
"N1","N1_LRP017","N1_LRP017a","N1_LRP017-N1_LRP017a","ROAD"
"N1","N1_LRP017a","N1_LRP017b","N1_LRP017a-N1_LRP017b","BRIDGE"
"N1","N1_LRP017b","N1_LRP017c","N1_LRP017b-N1_LRP017c","ROAD"
"N1","N1_LRP017c","N1_LRP017d","N1_LRP017c-N1_LRP017d","BRIDGE"
"N1","N1_LRP017d","N1_LRP018","N1_LRP017d-N1_LRP018","ROAD"
"N1","N1_LRP018","N1_LRP018a","N1_LRP018-N1_LRP018a","ROAD"
"N1","N1_LRP018a","N1_LRP018b","N1_LRP018a-N1_LRP018b","BRIDGE"
"N1","N1_LRP018b","N1_LRP019","N1_LRP018b-N1_LRP019","ROAD"
"N1","N1_LRP019","N1_LRP019a","N1_LRP019-N1_LRP019a","ROAD"
"N1","N1_LRP019a","N1_LRP019b","N1_LRP019a-N1_LRP019b","ROAD"
"N1","N1_LRP019b","N1_LRP020","N1_LRP019b-N1_LRP020","ROAD"
"N1","N1_LRP020","N1_LRP020a","N1_LRP020-N1_LRP020a","ROAD"
"N1","N1_LRP020a","N1_LRP020b","N1_LRP020a-N1_LRP020b","ROAD"
"N1","N1_LRP020b","N1_LRP020c","N1_LRP020b-N1_LRP020c","BRIDGE"
"N1","N1_LRP020c","N1_LRP021","N1_LRP020c-N1_LRP021","ROAD"
"N1","N1_LRP021","N1_LRP021a","N1_LRP021-N1_LRP021a","ROAD"
"N1","N1_LRP021a","N1_LRP022","N1_LRP021a-N1_LRP022","ROAD"
"N1","N1_LRP022","N1_LRP022a","N1_LRP022-N1_LRP022a","ROAD"
"N1","N1_LRP022a","N1_LRP022b","N1_LRP022a-N1_LRP022b","BRIDGE"
"N1","N1_LRP022b","N1_LRP022c","N1_LRP022b-N1_LRP022c","ROAD"
"N1","N1_LRP022c","N1_LRP022d","N1_LRP022c-N1_LRP022d","BRIDGE"
"N1","N1_LRP022d","N1_LRP023","N1_LRP022d-N1_LRP023","ROAD"
"N1","N1_LRP023","N1_LRP023a","N1_LRP023-N1_LRP023a","ROAD"
"N1","N1_LRP023a","N1_LRP024a","N1_LRP023a-N1_LRP024a","BRIDGE"
"N1","N1_LRP024a","N1_LRP025","N1_LRP024a-N1_LRP025","ROAD"
"N1","N1_LRP025","N1_LRP026","N1_LRP025-N1_LRP026","ROAD"
"N1","N1_LRP026","N1_LRP026a","N1_LRP026-N1_LRP026a","ROAD"
"N1","N1_LRP026a","N1_LRP026b","N1_LRP026a-N1_LRP026b","ROAD"
"N1","N1_LRP026b","N1_LRP027","N1_LRP026b-N1_LRP027","ROAD"
"N1","N1_LRP027","N1_LRP027a","N1_LRP027-N1_LRP027a","ROAD"
"N1","N1_LRP027a","N1_LRP028a","N1_LRP027a-N1_LRP028a","BRIDGE"
"N1","N1_LRP028a","N1_LRP028b","N1_LRP028a-N1_LRP028b","ROAD"
"N1","N1_LRP028b","N1_LRP028c","N1_LRP028b-N1_LRP028c","BRIDGE"
"N1","N1_LRP028c","N1_LRP029","N1_LRP028c-N1_LRP029","ROAD"
"N1","N1_LRP029","N1_LRP029a","N1_LRP029-N1_LRP029a","ROAD"
"N1","N1_LRP029a","N1_LRP029b","N1_LRP029a-N1_LRP029b","BRIDGE"
"N1","N1_LRP029b","N1_LRP030","N1_LRP029b-N1_LRP030","ROAD"
"N1","N1_LRP030","N1_LRP030a","N1_LRP030-N1_LRP030a","ROAD"
"N1","N1_LRP030a","N1_LRP030b","N1_LRP030a-N1_LRP030b","BRIDGE"
"N1","N1_LRP030b","N1_LRP030c","N1_LRP030b-N1_LRP030c","ROAD"
"N1","N1_LRP030c","N1_LRP030d","N1_LRP030c-N1_LRP030d","BRIDGE"
"N1","N1_LRP030d","N1_LRP031","N1_LRP030d-N1_LRP031","ROAD"
"N1","N1_LRP031","N1_LRP031a","N1_LRP031-N1_LRP031a","ROAD"
"N1","N1_LRP031a","N1_LRP031b","N1_LRP031a-N1_LRP031b","ROAD"
"N1","N1_LRP031b","N1_LRP031c","N1_LRP031b-N1_LRP031c","BRIDGE"
"N1","N1_LRP031c","N1_LRP032","N1_LRP031c-N1_LRP032","ROAD"
"N1","N1_LRP032","N1_LRP032a","N1_LRP032-N1_LRP032a","ROAD"
"N1","N1_LRP032a","N1_LRP033","N1_LRP032a-N1_LRP033","ROAD"
"N1","N1_LRP033","N1_LRP033a","N1_LRP033-N1_LRP033a","ROAD"
"N1","N1_LRP033a","N1_LRP033b","N1_LRP033a-N1_LRP033b","BRIDGE"
"N1","N1_LRP033b","N1_LRP033c","N1_LRP033b-N1_LRP033c","ROAD"
"N1","N1_LRP033c","N1_LRP034","N1_LRP033c-N1_LRP034","ROAD"
"N1","N1_LRP034","N1_LRP035","N1_LRP034-N1_LRP035","ROAD"
"N1","N1_LRP035","N1_LRP035a","N1_LRP035-N1_LRP035a","ROAD"
"N1","N1_LRP035a","N1_LRP035b","N1_LRP035a-N1_LRP035b","BRIDGE"
"N1","N1_LRP035b","N1_LRP035c","N1_LRP035b-N1_LRP035c","ROAD"
"N1","N1_LRP035c","N1_LRP036","N1_LRP035c-N1_LRP036","ROAD"
"N1","N1_LRP036","N1_LRP036a","N1_LRP036-N1_LRP036a","ROAD"
"N1","N1_LRP036a","N1_LRP038a","N1_LRP036a-N1_LRP038a","BRIDGE"
"N1","N1_LRP038a","N1_LRP038b","N1_LRP038a-N1_LRP038b","ROAD"
"N1","N1_LRP038b","N1_LRP038c","N1_LRP038b-N1_LRP038c","ROAD"
"N1","N1_LRP038c","N1_LRP038d","N1_LRP038c-N1_LRP038d","ROAD"
"N1","N1_LRP038d","N1_LRP038e","N1_LRP038d-N1_LRP038e","BRIDGE"
"N1","N1_LRP038e","N1_LRP039","N1_LRP038e-N1_LRP039","ROAD"
"N1","N1_LRP039","N1_LRP039a","N1_LRP039-N1_LRP039a","ROAD"
"N1","N1_LRP039a","N1_LRP040","N1_LRP039a-N1_LRP040","ROAD"
"N1","N1_LRP040","N1_LRP041","N1_LRP040-N1_LRP041","ROAD"
"N1","N1_LRP041","N1_LRP042","N1_LRP041-N1_LRP042","ROAD"
"N1","N1_LRP042","N1_LRP042a","N1_LRP042-N1_LRP042a","ROAD"
"N1","N1_LRP042a","N1_LRP042b","N1_LRP042a-N1_LRP042b","BRIDGE"
"N1","N1_LRP042b","N1_LRP043","N1_LRP042b-N1_LRP043","ROAD"
"N1","N1_LRP043","N1_LRP044","N1_LRP043-N1_LRP044","ROAD"
"N1","N1_LRP044","N1_LRP045","N1_LRP044-N1_LRP045","ROAD"
"N1","N1_LRP045","N1_LRP045a","N1_LRP045-N1_LRP045a","ROAD"
"N1","N1_LRP045a","N1_LRP046","N1_LRP045a-N1_LRP046","ROAD"
"N1","N1_LRP046","N1_LRP046a","N1_LRP046-N1_LRP046a","ROAD"
"N1","N1_LRP046a","N1_LRP046b","N1_LRP046a-N1_LRP046b","ROAD"
"N1","N1_LRP046b","N1_LRP046c","N1_LRP046b-N1_LRP046c","ROAD"
"N1","N1_LRP046c","N1_LRP047","N1_LRP046c-N1_LRP047","ROAD"
"N1","N1_LRP047","N1_LRP047a","N1_LRP047-N1_LRP047a","ROAD"
"N1","N1_LRP047a","N1_LRP048","N1_LRP047a-N1_LRP048","ROAD"
"N1","N1_LRP048","N1_LRP048a","N1_LRP048-N1_LRP048a","ROAD"
"N1","N1_LRP048a","N1_LRP048b","N1_LRP048a-N1_LRP048b","BRIDGE"
"N1","N1_LRP048b","N1_LRP049","N1_LRP048b-N1_LRP049","ROAD"
"N1","N1_LRP049","N1_LRP050","N1_LRP049-N1_LRP050","ROAD"
"N1","N1_LRP050","N1_LRP050a","N1_LRP050-N1_LRP050a","ROAD"
"N1","N1_LRP050a","N1_LRP050b","N1_LRP050a-N1_LRP050b","BRIDGE"
"N1","N1_LRP050b","N1_LRP051","N1_LRP050b-N1_LRP051","ROAD"
"N1","N1_LRP051","N1_LRP052","N1_LRP051-N1_LRP052","ROAD"
"N1","N1_LRP052","N1_LRP052a","N1_LRP052-N1_LRP052a","ROAD"
"N1","N1_LRP052a","N1_LRP053","N1_LRP052a-N1_LRP053","ROAD"
"N1","N1_LRP053","N1_LRP054","N1_LRP053-N1_LRP054","ROAD"
"N1","N1_LRP054","N1_LRP055","N1_LRP054-N1_LRP055","ROAD"
"N1","N1_LRP055","N1_LRP056","N1_LRP055-N1_LRP056","ROAD"
"N1","N1_LRP056","N1_LRP056a","N1_LRP056-N1_LRP056a","ROAD"
"N1","N1_LRP056a","N1_LRP056b","N1_LRP056a-N1_LRP056b","BRIDGE"
"N1","N1_LRP056b","N1_LRP056c","N1_LRP056b-N1_LRP056c","ROAD"
"N1","N1_LRP056c","N1_LRP057","N1_LRP056c-N1_LRP057","ROAD"
"N1","N1_LRP057","N1_LRP058","N1_LRP057-N1_LRP058","ROAD"
"N1","N1_LRP058","N1_LRP058a","N1_LRP058-N1_LRP058a","ROAD"
"N1","N1_LRP058a","N1_LRP059","N1_LRP058a-N1_LRP059","ROAD"
"N1","N1_LRP059","N1_LRP060","N1_LRP059-N1_LRP060","ROAD"
"N1","N1_LRP060","N1_LRP060a","N1_LRP060-N1_LRP060a","ROAD"
"N1","N1_LRP060a","N1_LRP061","N1_LRP060a-N1_LRP061","ROAD"
"N1","N1_LRP061","N1_LRP062","N1_LRP061-N1_LRP062","ROAD"
"N1","N1_LRP062","N1_LRP063","N1_LRP062-N1_LRP063","ROAD"
"N1","N1_LRP063","N1_LRP063a","N1_LRP063-N1_LRP063a","ROAD"
"N1","N1_LRP063a","N1_LRP063b","N1_LRP063a-N1_LRP063b","ROAD"
"N1","N1_LRP063b","N1_LRP063c","N1_LRP063b-N1_LRP063c","ROAD"
"N1","N1_LRP063c","N1_LRP064","N1_LRP063c-N1_LRP064","ROAD"
"N1","N1_LRP064","N1_LRP065","N1_LRP064-N1_LRP065","ROAD"
"N1","N1_LRP065","N1_LRP066","N1_LRP065-N1_LRP066","ROAD"
"N1","N1_LRP066","N1_LRP066a","N1_LRP066-N1_LRP066a","ROAD"
"N1","N1_LRP066a","N1_LRP067","N1_LRP066a-N1_LRP067","ROAD"
"N1","N1_LRP067","N1_LRP068","N1_LRP067-N1_LRP068","ROAD"
"N1","N1_LRP068","N1_LRP068a","N1_LRP068-N1_LRP068a","ROAD"
"N1","N1_LRP068a","N1_LRP069","N1_LRP068a-N1_LRP069","ROAD"
"N1","N1_LRP069","N1_LRP070","N1_LRP069-N1_LRP070","ROAD"
"N1","N1_LRP070","N1_LRP070a","N1_LRP070-N1_LRP070a","ROAD"
"N1","N1_LRP070a","N1_LRP070b","N1_LRP070a-N1_LRP070b","ROAD"
"N1","N1_LRP070b","N1_LRP071","N1_LRP070b-N1_LRP071","ROAD"
"N1","N1_LRP071","N1_LRP072","N1_LRP071-N1_LRP072","ROAD"
"N1","N1_LRP072","N1_LRP072a","N1_LRP072-N1_LRP072a","ROAD"
"N1","N1_LRP072a","N1_LRP072b","N1_LRP072a-N1_LRP072b","BRIDGE"
"N1","N1_LRP072b","N1_LRP073","N1_LRP072b-N1_LRP073","ROAD"
"N1","N1_LRP073","N1_LRP074","N1_LRP073-N1_LRP074","ROAD"
"N1","N1_LRP074","N1_LRP075","N1_LRP074-N1_LRP075","ROAD"
"N1","N1_LRP075","N1_LRP075a","N1_LRP075-N1_LRP075a","ROAD"
"N1","N1_LRP075a","N1_LRP076","N1_LRP075a-N1_LRP076","ROAD"
"N1","N1_LRP076","N1_LRP076a","N1_LRP076-N1_LRP076a","ROAD"
"N1","N1_LRP076a","N1_LRP077","N1_LRP076a-N1_LRP077","ROAD"
"N1","N1_LRP077","N1_LRP077a","N1_LRP077-N1_LRP077a","ROAD"
"N1","N1_LRP077a","N1_LRP078","N1_LRP077a-N1_LRP078","ROAD"
"N1","N1_LRP078","N1_LRP079","N1_LRP078-N1_LRP079","ROAD"
"N1","N1_LRP079","N1_LRP079a","N1_LRP079-N1_LRP079a","ROAD"
"N1","N1_LRP079a","N1_LRP080","N1_LRP079a-N1_LRP080","ROAD"
"N1","N1_LRP080","N1_LRP081","N1_LRP080-N1_LRP081","ROAD"
"N1","N1_LRP081","N1_LRP082","N1_LRP081-N1_LRP082","ROAD"
"N1","N1_LRP082","N1_LRP082a","N1_LRP082-N1_LRP082a","ROAD"
"N1","N1_LRP082a","N1_LRP083","N1_LRP082a-N1_LRP083","ROAD"
"N1","N1_LRP083","N1_LRP083a","N1_LRP083-N1_LRP083a","ROAD"
"N1","N1_LRP083a","N1_LRP084","N1_LRP083a-N1_LRP084","ROAD"
"N1","N1_LRP084","N1_LRP084a","N1_LRP084-N1_LRP084a","ROAD"
"N1","N1_LRP084a","N1_LRP084b","N1_LRP084a-N1_LRP084b","ROAD"
"N1","N1_LRP084b","N1_LRP085","N1_LRP084b-N1_LRP085","ROAD"
"N1","N1_LRP085","N1_LRP086","N1_LRP085-N1_LRP086","ROAD"
"N1","N1_LRP086","N1_LRP087","N1_LRP086-N1_LRP087","ROAD"
"N1","N1_LRP087","N1_LRP088","N1_LRP087-N1_LRP088","ROAD"
"N1","N1_LRP088","N1_LRP088a","N1_LRP088-N1_LRP088a","ROAD"
"N1","N1_LRP088a","N1_LRP089","N1_LRP088a-N1_LRP089","ROAD"
"N1","N1_LRP089","N1_LRP089a","N1_LRP089-N1_LRP089a","ROAD"
"N1","N1_LRP089a","N1_LRP089b","N1_LRP089a-N1_LRP089b","BRIDGE"
"N1","N1_LRP089b","N1_LRP089c","N1_LRP089b-N1_LRP089c","ROAD"
"N1","N1_LRP089c","N1_LRP090","N1_LRP089c-N1_LRP090","ROAD"
"N1","N1_LRP090","N1_LRP091","N1_LRP090-N1_LRP091","ROAD"
"N1","N1_LRP091","N1_LRP092","N1_LRP091-N1_LRP092","ROAD"
"N1","N1_LRP092","N1_LRP093","N1_LRP092-N1_LRP093","ROAD"
"N1","N1_LRP093","N1_LRP093a","N1_LRP093-N1_LRP093a","ROAD"
"N1","N1_LRP093a","N1_LRP093b","N1_LRP093a-N1_LRP093b","BRIDGE"
"N1","N1_LRP093b","N1_LRP093c","N1_LRP093b-N1_LRP093c","ROAD"
"N1","N1_LRP093c","N1_LRP094","N1_LRP093c-N1_LRP094","ROAD"
"N1","N1_LRP094","N1_LRP094a","N1_LRP094-N1_LRP094a","ROAD"
"N1","N1_LRP094a","N1_LRP095","N1_LRP094a-N1_LRP095","ROAD"
"N1","N1_LRP095","N1_LRP095a","N1_LRP095-N1_LRP095a","ROAD"
"N1","N1_LRP095a","N1_LRP095b","N1_LRP095a-N1_LRP095b","BRIDGE"
"N1","N1_LRP095b","N1_LRP096","N1_LRP095b-N1_LRP096","ROAD"
"N1","N1_LRP096","N1_LRP097","N1_LRP096-N1_LRP097","ROAD"
"N1","N1_LRP097","N1_LRP098","N1_LRP097-N1_LRP098","ROAD"
"N1","N1_LRP098","N1_LRP098a","N1_LRP098-N1_LRP098a","ROAD"
"N1","N1_LRP098a","N1_LRP099","N1_LRP098a-N1_LRP099","ROAD"
"N1","N1_LRP099","N1_LRP099a","N1_LRP099-N1_LRP099a","ROAD"
"N1","N1_LRP099a","N1_LRP099b","N1_LRP099a-N1_LRP099b","BRIDGE"
"N1","N1_LRP099b","N1_LRP100","N1_LRP099b-N1_LRP100","ROAD"
"N1","N1_LRP100","N1_LRP101","N1_LRP100-N1_LRP101","ROAD"
"N1","N1_LRP101","N1_LRP101a","N1_LRP101-N1_LRP101a","ROAD"
"N1","N1_LRP101a","N1_LRP101b","N1_LRP101a-N1_LRP101b","ROAD"
"N1","N1_LRP101b","N1_LRP101c","N1_LRP101b-N1_LRP101c","ROAD"
"N1","N1_LRP101c","N1_LRP102","N1_LRP101c-N1_LRP102","ROAD"
"N1","N1_LRP102","N1_LRP102a","N1_LRP102-N1_LRP102a","ROAD"
"N1","N1_LRP102a","N1_LRP102b","N1_LRP102a-N1_LRP102b","BRIDGE"
"N1","N1_LRP102b","N1_LRP103","N1_LRP102b-N1_LRP103","ROAD"
"N1","N1_LRP103","N1_LRP104","N1_LRP103-N1_LRP104","ROAD"
"N1","N1_LRP104","N1_LRP104a","N1_LRP104-N1_LRP104a","ROAD"
"N1","N1_LRP104a","N1_LRP105","N1_LRP104a-N1_LRP105","ROAD"
"N1","N1_LRP105","N1_LRP105a","N1_LRP105-N1_LRP105a","ROAD"
"N1","N1_LRP105a","N1_LRP105b","N1_LRP105a-N1_LRP105b","BRIDGE"
"N1","N1_LRP105b","N1_LRP106","N1_LRP105b-N1_LRP106","ROAD"
"N1","N1_LRP106","N1_LRP106a","N1_LRP106-N1_LRP106a","ROAD"
"N1","N1_LRP106a","N1_LRP107","N1_LRP106a-N1_LRP107","ROAD"
"N1","N1_LRP107","N1_LRP108","N1_LRP107-N1_LRP108","ROAD"
"N1","N1_LRP108","N1_LRP108a","N1_LRP108-N1_LRP108a","ROAD"
"N1","N1_LRP108a","N1_LRP108b","N1_LRP108a-N1_LRP108b","BRIDGE"
"N1","N1_LRP108b","N1_LRP108c","N1_LRP108b-N1_LRP108c","ROAD"
"N1","N1_LRP108c","N1_LRP109","N1_LRP108c-N1_LRP109","ROAD"
"N1","N1_LRP109","N1_LRP110","N1_LRP109-N1_LRP110","ROAD"
"N1","N1_LRP110","N1_LRP110a","N1_LRP110-N1_LRP110a","ROAD"
"N1","N1_LRP110a","N1_LRP110b","N1_LRP110a-N1_LRP110b","BRIDGE"
"N1","N1_LRP110b","N1_LRP111","N1_LRP110b-N1_LRP111","ROAD"
"N1","N1_LRP111","N1_LRP111a","N1_LRP111-N1_LRP111a","ROAD"
"N1","N1_LRP111a","N1_LRP111b","N1_LRP111a-N1_LRP111b","BRIDGE"
"N1","N1_LRP111b","N1_LRP111c","N1_LRP111b-N1_LRP111c","ROAD"
"N1","N1_LRP111c","N1_LRP112","N1_LRP111c-N1_LRP112","ROAD"
"N1","N1_LRP112","N1_LRP112a","N1_LRP112-N1_LRP112a","ROAD"
"N1","N1_LRP112a","N1_LRP113","N1_LRP112a-N1_LRP113","ROAD"
"N1","N1_LRP113","N1_LRP113a","N1_LRP113-N1_LRP113a","ROAD"
"N1","N1_LRP113a","N1_LRP113b","N1_LRP113a-N1_LRP113b","BRIDGE"
"N1","N1_LRP113b","N1_LRP114","N1_LRP113b-N1_LRP114","ROAD"
"N1","N1_LRP114","N1_LRP114a","N1_LRP114-N1_LRP114a","ROAD"
"N1","N1_LRP114a","N1_LRP115","N1_LRP114a-N1_LRP115","ROAD"
"N1","N1_LRP115","N1_LRP115a","N1_LRP115-N1_LRP115a","ROAD"
"N1","N1_LRP115a","N1_LRP116","N1_LRP115a-N1_LRP116","ROAD"
"N1","N1_LRP116","N1_LRP117","N1_LRP116-N1_LRP117","ROAD"
"N1","N1_LRP117","N1_LRP117a","N1_LRP117-N1_LRP117a","ROAD"
"N1","N1_LRP117a","N1_LRP117b","N1_LRP117a-N1_LRP117b","ROAD"
"N1","N1_LRP117b","N1_LRP117c","N1_LRP117b-N1_LRP117c","ROAD"
"N1","N1_LRP117c","N1_LRP118","N1_LRP117c-N1_LRP118","ROAD"
"N1","N1_LRP118","N1_LRP118a","N1_LRP118-N1_LRP118a","ROAD"
"N1","N1_LRP118a","N1_LRP119","N1_LRP118a-N1_LRP119","ROAD"
"N1","N1_LRP119","N1_LRP119a","N1_LRP119-N1_LRP119a","ROAD"
"N1","N1_LRP119a","N1_LRP119b","N1_LRP119a-N1_LRP119b","ROAD"
"N1","N1_LRP119b","N1_LRP119c","N1_LRP119b-N1_LRP119c","BRIDGE"
"N1","N1_LRP119c","N1_LRP119d","N1_LRP119c-N1_LRP119d","ROAD"
"N1","N1_LRP119d","N1_LRP120","N1_LRP119d-N1_LRP120","ROAD"
"N1","N1_LRP120","N1_LRP120a","N1_LRP120-N1_LRP120a","ROAD"
"N1","N1_LRP120a","N1_LRP120b","N1_LRP120a-N1_LRP120b","ROAD"
"N1","N1_LRP120b","N1_LRP121","N1_LRP120b-N1_LRP121","ROAD"
"N1","N1_LRP121","N1_LRP121a","N1_LRP121-N1_LRP121a","ROAD"
"N1","N1_LRP121a","N1_LRP121b","N1_LRP121a-N1_LRP121b","ROAD"
"N1","N1_LRP121b","N1_LRP122","N1_LRP121b-N1_LRP122","ROAD"
"N1","N1_LRP122","N1_LRP122a","N1_LRP122-N1_LRP122a","ROAD"
"N1","N1_LRP122a","N1_LRP122b","N1_LRP122a-N1_LRP122b","ROAD"
"N1","N1_LRP122b","N1_LRP123","N1_LRP122b-N1_LRP123","ROAD"
"N1","N1_LRP123","N1_LRP123a","N1_LRP123-N1_LRP123a","ROAD"
"N1","N1_LRP123a","N1_LRP124","N1_LRP123a-N1_LRP124","ROAD"
"N1","N1_LRP124","N1_LRP124a","N1_LRP124-N1_LRP124a","ROAD"
"N1","N1_LRP124a","N1_LRP125","N1_LRP124a-N1_LRP125","ROAD"
"N1","N1_LRP125","N1_LRP125a","N1_LRP125-N1_LRP125a","ROAD"
"N1","N1_LRP125a","N1_LRP126","N1_LRP125a-N1_LRP126","ROAD"
"N1","N1_LRP126","N1_LRP126a","N1_LRP126-N1_LRP126a","ROAD"
"N1","N1_LRP126a","N1_LRP126b","N1_LRP126a-N1_LRP126b","BRIDGE"
"N1","N1_LRP126b","N1_LRP127","N1_LRP126b-N1_LRP127","ROAD"
"N1","N1_LRP127","N1_LRP127a","N1_LRP127-N1_LRP127a","ROAD"
"N1","N1_LRP127a","N1_LRP128","N1_LRP127a-N1_LRP128","ROAD"
"N1","N1_LRP128","N1_LRP128a","N1_LRP128-N1_LRP128a","ROAD"
"N1","N1_LRP128a","N1_LRP128b","N1_LRP128a-N1_LRP128b","BRIDGE"
"N1","N1_LRP128b","N1_LRP129","N1_LRP128b-N1_LRP129","ROAD"
"N1","N1_LRP129","N1_LRP129a","N1_LRP129-N1_LRP129a","ROAD"
"N1","N1_LRP129a","N1_LRP130","N1_LRP129a-N1_LRP130","ROAD"
"N1","N1_LRP130","N1_LRP130a","N1_LRP130-N1_LRP130a","ROAD"
"N1","N1_LRP130a","N1_LRP130b","N1_LRP130a-N1_LRP130b","ROAD"
"N1","N1_LRP130b","N1_LRP131","N1_LRP130b-N1_LRP131","ROAD"
"N1","N1_LRP131","N1_LRP131a","N1_LRP131-N1_LRP131a","ROAD"
"N1","N1_LRP131a","N1_LRP132","N1_LRP131a-N1_LRP132","ROAD"
"N1","N1_LRP132","N1_LRP132a","N1_LRP132-N1_LRP132a","ROAD"
"N1","N1_LRP132a","N1_LRP133","N1_LRP132a-N1_LRP133","ROAD"
"N1","N1_LRP133","N1_LRP133a","N1_LRP133-N1_LRP133a","ROAD"
"N1","N1_LRP133a","N1_LRP133b","N1_LRP133a-N1_LRP133b","ROAD"
"N1","N1_LRP133b","N1_LRP134","N1_LRP133b-N1_LRP134","ROAD"
"N1","N1_LRP134","N1_LRP134a","N1_LRP134-N1_LRP134a","ROAD"
"N1","N1_LRP134a","N1_LRP135","N1_LRP134a-N1_LRP135","ROAD"
"N1","N1_LRP135","N1_LRP136","N1_LRP135-N1_LRP136","ROAD"
"N1","N1_LRP136","N1_LRP136a","N1_LRP136-N1_LRP136a","ROAD"
"N1","N1_LRP136a","N1_LRP136b","N1_LRP136a-N1_LRP136b","ROAD"
"N1","N1_LRP136b","N1_LRP137","N1_LRP136b-N1_LRP137","ROAD"
"N1","N1_LRP137","N1_LRP137a","N1_LRP137-N1_LRP137a","ROAD"
"N1","N1_LRP137a","N1_LRP137b","N1_LRP137a-N1_LRP137b","ROAD"
"N1","N1_LRP137b","N1_LRP138","N1_LRP137b-N1_LRP138","ROAD"
"N1","N1_LRP138","N1_LRP138a","N1_LRP138-N1_LRP138a","ROAD"
"N1","N1_LRP138a","N1_LRP139","N1_LRP138a-N1_LRP139","ROAD"
"N1","N1_LRP139","N1_LRP139a","N1_LRP139-N1_LRP139a","ROAD"
"N1","N1_LRP139a","N1_LRP139b","N1_LRP139a-N1_LRP139b","ROAD"
"N1","N1_LRP139b","N1_LRP139c","N1_LRP139b-N1_LRP139c","BRIDGE"
"N1","N1_LRP139c","N1_LRP140","N1_LRP139c-N1_LRP140","ROAD"
"N1","N1_LRP140","N1_LRP140a","N1_LRP140-N1_LRP140a","ROAD"
"N1","N1_LRP140a","N1_LRP141","N1_LRP140a-N1_LRP141","ROAD"
"N1","N1_LRP141","N1_LRP141a","N1_LRP141-N1_LRP141a","ROAD"
