,BD.BA.BS,BD.BA.BL,BD.BA.BG,BD.BA.JK,BD.BA.PT,BD.BA.PR,BD.CG.BD,BD.CG.BB,BD.CG.CP,BD.CG.CT,BD.CG.CM,BD.CG.CB,BD.CG.FN,BD.CG.KG,BD.CG.LK,BD.CG.NO,BD.CG.PC,BD.DA.DH,BD.DA.FR,BD.DA.GZ,BD.DA.GG,BD.DA.JM,BD.DA.KS,BD.DA.MD,BD.DA.MK,BD.DA.MU,BD.DA.NY,BD.DA.NS,BD.DA.MM,BD.DA.NK,BD.DA.RB,BD.DA.SA,BD.DA.SP,BD.DA.TA,BD.KH.BH,BD.KH.CD,BD.KH.JS,BD.KH.JN,BD.KH.KL,BD.KH.KU,BD.KH.MG,BD.KH.ME,BD.KH.NR,BD.KH.ST,BD.RS.BO,BD.RS.JP,BD.RS.NA,BD.RS.NT,BD.RS.NW,BD.RS.PB,BD.RS.RS,BD.RS.SR,BD.RP.DJ,BD.RP.GB,BD.RP.KR,BD.RP.LL,BD.RP.NP,BD.RP.PN,BD.RP.RP,BD.RP.TH,BD.SY.HA,BD.SY.MB,BD.SY.SN,BD.SY.SL
BD.CG.PC,507.642393297,267.332445975,179.332547314,149.69480146,273.898112631,257.10758527,26.1329320826,634.029072169,478.59485816,361.819060193,923.419924791,199.131217591,124.44959633,25.5176770517,269.397363234,353.043518832,0.0,4249.42357214,693.934105844,1234.85284584,354.676570858,1134.52343155,867.655631855,330.815100725,564.386309652,412.299872903,847.871313771,636.065613984,2146.29677532,778.741892178,446.950301092,290.147267914,6299.00794867,1689.30136713,368.923378719,475.030219837,981.237504243,722.908452921,633.724898043,899.849537867,358.918231161,285.740332895,243.294704734,561.650228748,1784.47017249,463.069467029,1294.3170746,863.333630643,753.902631305,1211.38883935,1255.23856126,1575.49067665,1373.92637527,1170.47718422,901.940698712,534.441389436,788.255043376,399.97458709,1339.83378922,581.110287789,455.177032358,336.757895579,675.685754358,702.438392275
BD.DA.DH,2678.69451898,2556.15443278,1343.76026205,894.760149908,2273.19807677,1587.35028609,666.602209434,3010.07655713,2204.98698567,12054.9565141,5509.79500026,3942.10897866,1951.80788847,930.135592635,2056.98915167,4236.92710547,964.690949318,0.0,1418.93948474,2022.77977342,1185.52642978,4339.36919262,3608.15537206,939.575341928,637.786809981,663.479761472,1336.90384166,1748.44823852,7462.71707868,3690.03604013,1029.35635876,892.528718919,25921.5459229,3788.80821013,2156.20012669,1818.88211133,3975.01367449,2561.6380079,3495.2611868,3053.56575602,1063.45419057,1129.65980554,848.769589541,3189.77107498,6701.30005198,2014.89783328,5675.72340925,3030.75689908,3543.47814632,3293.75644694,5206.13557399,4397.02145515,7023.85176065,5222.27062236,4694.6238376,2937.78675781,4320.53436758,2311.52425163,6701.28164005,3249.68851787,3089.26156148,3204.11440582,4321.03341934,6219.79228281
BD.DA.FR,2346.33435552,2506.87308299,1173.29305008,744.746968836,2082.92549901,1280.78139247,732.403752421,5125.91337625,2936.20564293,13654.2172212,8055.07489855,4218.19958085,2384.74592324,1161.05087834,2287.3661447,4699.18439011,1148.27305615,10342.6691903,0.0,5059.49945863,627.241691944,5617.34441905,6096.93355585,679.250871577,925.49952659,1228.84588453,3470.19493408,3620.88598823,11622.6416413,5474.58172688,608.385334734,967.102402667,34546.1648504,5937.29720674,1672.68046726,1362.8379545,2505.76692175,1684.49712512,2621.45200548,2493.81132254,504.455803148,920.010378713,419.135798602,2466.899568,7746.38373134,2246.86988374,5963.55133649,3014.53641695,3516.55134362,2995.91312794,5061.15573959,5230.83883038,7777.62104837,6235.19956809,5637.23087048,3383.16451148,4873.62506495,2561.66548031,7729.40411409,3538.00833313,4623.91068963,4412.55534176,6109.1631535,8328.97617192
BD.DA.GZ,5619.90441378,4784.31226387,2566.02457444,1809.69678009,4308.3924409,3140.29955919,1105.88131915,3723.98656771,4422.23416578,20252.6967987,9436.45406469,6638.80747061,3318.89598856,1470.92226011,3940.64867048,7663.10670795,1545.018888,11148.3092423,3825.59682638,0.0,2765.20632875,5710.65846017,3510.55249263,2370.70214884,1918.5400727,1990.18256743,2772.7918042,1697.03643554,7610.42162602,4105.26472023,2304.02946129,2158.64139163,32755.725531,4767.25453845,4262.27973002,3441.81071194,8059.76558439,5099.99435466,6874.76360844,5642.77198045,2329.4684866,2060.22430102,1871.37056069,6115.5255703,9892.13851004,3023.58830664,8906.81372023,5042.30904245,5767.02015143,6102.01135002,8628.67715385,6811.32496593,10553.434963,7377.14924988,6581.98302146,4276.67379319,6398.56547503,3476.19632897,9736.30481154,4951.74609302,3763.23786944,4252.45323559,5278.94459965,8263.25588855
BD.DA.GG,1851.60378756,2465.78276131,1080.4361132,582.800923628,1960.70211702,1060.05035851,856.988126069,7341.6960845,3507.37573716,15776.3243122,10293.904885,4854.72671986,2798.48516715,1429.66115109,2404.12247411,5078.93081415,1391.9680186,20495.089321,1487.66358502,8673.72626999,0.0,9027.03407387,9217.12159104,590.204092964,2328.09283172,1884.5975149,5475.28807866,5577.22853966,18652.6793126,8291.49892965,1541.62741598,1068.46377483,54401.9907086,10772.5118383,1412.3671338,2082.75846619,2966.56117647,2637.53539006,2371.75243139,4249.61325025,953.177806595,1413.73672767,379.695659032,2497.10278563,12600.6817919,3491.98521854,9196.00436319,5052.11283392,5238.49419803,5778.95246977,7887.40952233,9409.09318449,11544.9532229,9653.18485138,8417.85442062,4965.9917929,7133.21265678,3689.3001589,11602.2150962,5114.21836508,6567.1567612,6070.97240199,8838.04025002,11563.4881829
BD.DA.JM,17182.518224,13230.0479104,6595.8167526,5069.89389887,11413.8297026,8213.81542964,2690.26602921,16918.8608195,17032.3902453,54153.0034568,36989.6244551,16001.9753534,10246.760884,4182.28488789,12705.0441378,22848.2242805,4072.15003045,68608.6257698,12184.6879636,16382.4141677,8255.78978231,0.0,14079.8627157,8148.54174707,7449.76458152,9428.11043491,17986.4755457,12395.729992,13912.2098403,7997.91030354,5893.66722048,8108.38724078,13347.2896704,11316.3051557,10782.346531,6583.39029357,18561.5519395,10825.7247299,16648.1888122,9995.99763086,5788.26317507,3598.43837858,4950.20230525,13967.2358763,6683.00656284,2431.80222405,9249.79752139,6528.63217785,7323.80181406,11466.0361945,11131.6840321,9158.48178934,10352.5345689,4085.53454587,5420.08557086,4200.61205371,6546.94871449,3962.12728275,8090.54634209,5657.63560042,11323.929875,10714.8008614,11100.8285069,17827.5554599
BD.DA.KS,15834.2455821,12105.3964518,6726.7091856,4975.7221352,11129.3310151,8547.15757181,2433.16044034,6041.07028788,12284.4933149,44824.5998725,22801.6085688,14953.8029114,7457.69880318,2965.49580143,10176.1026724,18553.4705426,3189.03956738,58417.0426111,13542.443686,10312.6292059,8631.99297068,14417.8544657,0.0,7653.57339751,8460.5582639,7330.46316708,11349.7160231,4747.20185034,16380.8786816,5479.25550962,8066.77267156,6786.19952144,74814.216513,19025.9863676,11691.4418195,10164.7454963,23799.9096918,15526.8369997,18996.3094156,17224.7246768,7507.3996844,5975.54863102,5777.28108114,16670.2912266,27109.9504737,7776.98646116,23481.2594264,14883.1598501,15154.2092969,20305.9407584,23856.2385441,22370.2501658,25420.8455536,17877.3929163,14600.1147369,9695.70241535,14804.1445439,8027.21098962,22914.9465815,11713.1792001,3971.64897986,6062.79995209,6787.75623438,12435.8845664
BD.DA.MD,865.79592994,1261.30632601,640.638611255,344.166548567,1089.38418262,688.751328975,436.83399821,3212.30912116,1290.04057681,7714.51008597,4203.72540626,2512.88917208,1264.41274181,671.674339176,1019.34522208,2345.88880887,674.88970244,8443.4688485,837.434288577,3865.50183083,306.798291464,4631.4509665,4248.14380653,0.0,1107.04394804,619.399991988,2141.1323129,2407.17538996,9055.39554198,4015.92072652,896.084436974,269.125332451,27593.0936221,5313.32919972,974.466361709,1309.99002243,2211.35029,1739.3499356,1689.83861858,2517.43298622,666.418223912,858.121580882,375.883907501,1696.5506559,6699.25590159,1879.37563271,5057.43989313,2810.95155968,2950.25896031,3222.73477556,4460.34097294,4940.48250473,6223.86584852,5071.35565299,4398.51814663,2633.28314814,3813.6728134,1984.66835565,6159.89803027,2772.85186197,3065.50989119,2902.7892745,4283.74487099,5642.53868504
BD.DA.MK,3783.19540066,3571.0931617,1768.50830245,1201.47672505,3069.16797817,2052.73048218,924.140181389,5176.92906685,3762.9786567,17285.6346245,9420.12954388,5410.39394838,2972.97582674,1384.82742105,3134.12035937,6260.67642822,1393.5906325,6937.07036862,1381.04556464,3786.2652586,1464.7458805,5124.96609213,5683.88458731,1339.91155976,0.0,1454.74794488,3314.520979,3316.67625483,10041.7816112,5162.80674176,778.273331813,1464.16663806,31951.8732587,4134.2991092,2714.44746018,1857.98620484,4334.84201305,2561.49608779,4262.59728991,2944.48843561,1018.50697992,1165.44232146,942.35807065,3830.57687968,7354.35828092,2278.97088467,6296.5577269,3058.3552983,3948.77524639,2828.0248021,5562.34004819,4282.91625904,8251.73824641,6140.18655637,5739.80653121,3560.42054787,5188.4526527,2785.9865348,7966.59501705,3867.98042202,4708.41839708,4691.97050488,6132.55872628,8813.24165305
BD.DA.MU,928.623160553,981.22823451,546.147711583,340.998314086,900.885535762,643.366959051,284.228953931,1374.40578471,607.882241827,4910.0457271,1873.87307393,1679.10647545,738.538005398,383.713732432,693.026676535,1565.59432289,405.550331671,2874.75645946,730.469417222,1564.6092435,472.338578022,2583.7228167,1961.78070299,298.645021489,579.509506138,0.0,545.89907548,927.299750353,4560.67990604,2052.27453302,625.182077885,209.346691839,15151.3247994,2730.00760659,902.610394417,963.568720519,1910.3213294,1343.59126584,1521.42509716,1725.6358369,554.622435279,606.871598642,387.131890818,1433.81783686,3954.88909157,1137.33581319,3160.41675144,1772.36603881,1913.26334849,2047.12924934,2890.33591989,2845.59439117,3810.21613413,2961.07408809,2569.14059267,1579.38903762,2315.97785279,1221.09941428,3679.63936223,1722.31866315,1514.74646602,1531.90321585,2240.60420667,3057.90252925
BD.DA.NY,1483.3517979,1362.7961875,769.403979643,512.877097412,1264.39143909,935.590505777,350.346018184,1145.85981881,898.812667337,6074.66065861,2063.11581301,2100.43680812,903.412117215,442.252395776,988.192101892,2080.93658917,479.282862791,3328.92452427,1185.46541627,1252.73910469,788.627971266,2832.68139314,1745.55861371,593.277650634,758.79416578,313.720398172,0.0,623.540430276,4537.29255682,2046.41158066,859.919620701,463.907726197,16305.0396008,2914.89063476,1302.29672311,1275.37787602,2703.96712437,1833.21571268,2166.66242543,2219.94470507,798.859735515,784.938953625,588.393834594,1989.16862034,4554.33901692,1323.56044458,3762.92805766,2154.57645973,2328.16202265,2571.47424467,3537.33435268,3300.12216104,4443.21047697,3347.35732615,2889.14283123,1810.46017383,2679.68485963,1424.62120959,4216.21964957,2024.38578646,1467.16213222,1586.41910136,2282.07750026,3227.42623561
BD.DA.NS,4491.32053692,3693.28541062,2089.87452638,1474.94684747,3433.56703283,2610.05792712,834.214029193,1474.81394584,3018.7287488,14720.2352074,5592.88565198,5078.49350149,2253.95300867,997.284857657,2854.14152949,5544.39561524,1097.8716278,13293.6500596,3776.91797031,2341.11217959,2452.85190942,5960.89471338,2229.33238201,2036.61952193,2318.4299441,1627.1898502,1903.93581442,0.0,8194.03798172,3521.20967192,2433.32401497,1709.70542671,33028.6272069,6533.44567413,3606.66038119,3331.09514383,7445.71589061,4941.65260983,5936.16682971,5704.52704609,2276.76568952,2002.62684931,1720.53221623,5324.77513448,10276.8737695,2984.72193995,8724.20844932,5215.87782217,5511.03809446,6619.49236547,8500.23334569,7807.47368572,9931.95798539,7244.4523697,6133.20866449,3937.68033534,5904.45232814,3166.00422882,9217.12743301,4550.06270257,2348.725778,2907.84462203,4026.31204335,6080.37991992
BD.DA.MM,33246.7525797,25857.7754994,13515.5140924,10137.2231676,22929.7898187,16914.896532,5277.98017278,24097.3118848,29652.7623459,102223.4135,61416.2846709,31837.1125391,18313.4097313,7434.95766445,23341.524039,42511.5045939,7524.74010992,115249.892153,24625.1927088,21325.1386481,16662.7316109,13589.0016343,15625.2296137,15561.8663389,14257.8406287,16255.4787191,28140.807526,16643.7069597,0.0,8239.86535564,13123.7380122,14782.3553409,65358.2959138,21165.6773652,22632.4394746,16413.4531651,41890.7424751,25732.319724,35807.8958414,26235.0506259,12875.9220372,9390.17309359,10556.4021852,30800.0147242,32210.2776187,10017.1199017,32240.5165733,20450.588425,22309.4658025,29442.8442669,34324.2936986,27313.9474011,35362.7450688,21211.3372624,18966.4598025,13562.5014568,21019.3618135,11880.0842365,30263.9012148,17266.4317463,15930.4251147,17126.4528687,16062.3827113,29864.6781976
BD.DA.NK,20889.6526968,15519.322469,8299.85136805,6339.65448603,13941.0906713,10586.6922094,2945.83356208,13396.2712369,18291.3003685,57379.2467661,36220.7116311,18009.5417768,10410.2757479,4006.47379601,14065.9988515,24940.4034137,4072.11534372,84996.0923017,17300.1765438,17157.3066662,11047.4698673,11651.7930303,7795.34908768,10293.5265302,10933.3601332,10910.1426471,18930.3027233,10667.6504177,12289.802856,0.0,9624.15583305,9569.40825056,53076.0077437,21107.6375607,14272.9316982,11301.238867,27951.1911541,17770.7108669,22784.9919628,18817.0059026,8971.17253075,6482.46341466,7082.78877332,19569.8636096,24989.2352364,7061.90030767,22390.3947428,15213.3400125,14971.0503442,22484.6194239,24023.4339026,23142.5834505,22771.4016225,14868.8200666,11571.7144809,8237.70972372,12952.5528761,7206.6639326,19515.3485277,10710.2669201,6770.51714104,7394.74052061,4829.59754035,12225.1318599
BD.DA.RB,2076.83281385,1933.83093973,887.388849827,618.341536207,1592.89643275,1003.57805524,507.624564365,3611.87602844,2467.19708375,9802.66406886,6246.10835661,2928.34366032,1785.22013117,825.113717946,1859.87708436,3618.11532834,804.913169695,8165.77425119,662.127452196,3316.34146433,707.412073769,2957.09385514,3952.54751779,791.026909189,567.627202909,1144.62903627,2739.5907969,2538.86785855,6741.33049929,3314.56021002,0.0,947.881196294,18909.6900292,3066.83250757,1276.31152864,610.127286295,1565.24073461,752.551427253,1907.90528512,937.314199622,259.978395581,411.669157023,365.025969465,1678.08468136,3771.22407496,1134.76037799,2946.96040942,1289.35127893,1765.71680244,954.755757946,2370.62950643,2300.626062,4140.94080883,3282.97288384,3108.46703608,1862.86299736,2664.20374311,1414.6461712,4147.13930186,1928.07156549,3048.857532,2889.81723868,3812.82669037,5307.70641397
BD.DA.SA,629.452974208,850.45118592,487.898892706,272.886285333,790.654050233,561.538271979,292.368222194,1919.25032521,540.114871966,4938.61389797,2180.47686246,1704.63718403,738.999086835,414.82193242,551.351796217,1406.69103333,430.666062726,5835.60895895,867.496408053,2560.84963372,404.09661319,3353.09876353,2740.54079336,195.807475246,880.144386567,315.905150614,1218.12487316,1470.258879,6258.41085281,2716.31864283,781.243241568,0.0,19672.6076798,3873.2021237,817.17821174,1095.11757138,1986.6911618,1509.02257503,1439.09231089,2060.09706279,621.385850302,700.091759724,383.3253324,1410.94908118,5006.71139812,1402.10426381,3831.75492014,2190.67553729,2260.19982254,2597.28248934,3461.87728987,3755.88667073,4598.30157495,3705.9321243,3169.69510495,1913.40523179,2788.61836859,1453.33088738,4505.48281232,2045.74489535,1956.79143255,1880.35188409,2856.84355591,3741.47140693
BD.DA.SP,12644.2270781,9594.77565721,4854.33183516,3743.86431956,8346.22952667,6094.39846063,1899.49184702,11548.1035763,12255.2973644,38215.9701255,26112.6572025,11367.7286644,7224.72532613,2899.55585718,9151.67508494,16343.6831627,2833.70401837,51367.0999078,9391.93826744,11777.4418032,6235.91756291,1672.88125588,9157.01539233,6084.64504265,5821.29900016,6929.49168434,12976.0415901,8608.41526736,8386.51094705,4566.19070318,4723.64161969,5962.41356649,0.0,9335.3592776,8047.31816254,5277.23493422,14363.6523047,8599.41974048,12518.1504466,8281.93958112,4546.84946279,2917.45609006,3796.60055917,10536.1597073,7167.59507037,2200.29037049,7993.15360135,5804.99547667,5997.25067868,9725.89994252,9447.76722956,8551.41631699,8127.37413714,3599.05843708,3644.02340562,3019.14107322,4848.63103608,2918.43983588,6221.44705391,4276.82503227,7351.47658371,6973.14221626,6747.14733115,11373.4221872
BD.DA.TA,17316.0090544,14432.4238102,7265.97911503,5297.49092015,12528.3980494,8814.31503524,3251.81680506,16869.5425584,16397.446482,62641.7903788,36775.8327082,19279.8910766,11153.7836843,4816.74369435,13091.959516,24664.0806119,4825.07708037,47669.6060088,10248.4684818,10882.9560867,7840.02316276,9005.16079029,14785.3559924,7439.03103287,4782.33800678,7927.37529981,14728.4630039,10811.5948458,17243.5849946,11529.493197,4864.04272447,7453.24022105,59271.4878434,0.0,11642.8037798,7290.74284717,19476.2870925,11206.6258733,18151.6910672,10767.8159304,5436.31218074,4211.68469181,4833.10630925,15690.4117823,15273.8829295,5400.08752009,16409.0747064,8371.62598128,11406.3902376,10080.4935383,16092.92666,7657.54954592,21093.4583602,13367.3293078,13492.3489919,8942.87630378,13318.8841425,7437.48408505,19185.7834424,10425.9672707,13422.1761576,13670.4516574,15698.8417782,24640.0835558
BD.KH.BH,1707.79703935,1386.37737111,330.859725612,299.349715683,834.190925495,201.879715885,539.323209662,6886.21569785,3625.19532751,10597.6280292,9706.60209266,2913.37730325,2180.60641012,1082.99637901,2011.70890247,3668.54777904,989.559095781,25476.3052332,2711.38757608,9137.53219743,965.286881935,8057.65266415,8532.20168671,1281.22361144,2948.68411248,2461.35540765,6179.50299019,5604.81346245,17315.5062539,7321.36758797,1900.95768999,1476.7268519,47981.5640128,10933.6713086,0.0,1796.85631685,2458.02003888,2503.21164926,529.30880712,3965.13778064,1208.59646589,1188.86662175,602.011021124,882.263824535,11175.4582142,2937.42684376,7612.45066152,4569.2755419,4138.56414915,5924.72237303,6586.55162414,9192.77985236,9204.68692779,8181.7706563,6882.75911751,3943.38272243,5616.86058557,2837.70300179,9447.98826904,3935.0118806,5683.67427395,4963.36267228,7468.11525616,9315.22860187
BD.KH.CD,3932.61802636,3269.62539662,1384.62270554,1069.53901176,2580.13304133,1593.11825155,809.900094516,7348.43143629,5123.45410531,16510.128118,12587.3766886,4598.35801674,3250.58585339,1454.52038901,3514.73239254,6466.8393699,1365.31753334,23028.1367035,2367.1714114,7906.43717497,1525.29757854,5271.7126644,7948.70574922,1845.58027679,2162.69943008,2815.55206066,6484.69193133,5546.89343138,13455.8351259,6211.72112786,973.740150181,2120.56217999,33716.0374573,7336.46900342,1925.39669335,0.0,1783.87969794,523.396318546,2648.09564967,881.961624209,655.229980407,165.207758557,693.458226649,2081.1873486,6143.6276081,1641.28142002,3809.43351205,1824.41617707,1943.10660207,2423.64980124,2592.8707338,4935.60724146,5709.09883395,5179.46413484,4814.21997579,2715.82889806,3765.81760041,1942.14044832,6112.89272193,2569.46062442,5732.79566388,5151.66905354,6859.07031669,9199.19144661
BD.KH.JS,9330.5026238,8341.73664766,3219.56911531,2397.94569957,6271.12507312,3387.02321926,2378.05698142,23422.4973736,14296.0821327,47551.914878,36952.7999316,13305.9907726,9331.24880857,4369.09221874,9391.89935966,17627.321211,4091.36687104,73008.7193822,6314.04998312,26859.511488,3151.7432948,21562.4581515,26999.5842377,4519.64528685,7319.96173882,8097.83922153,19944.9858869,17986.6838816,49820.7901616,22287.8446716,3623.978627,5580.87737812,133130.278092,28431.7329116,3820.97456284,2587.89957556,0.0,2863.64493243,4759.21804473,7078.7610568,1668.22774814,2038.16576745,1054.11690103,3977.38013625,27755.3960562,7433.90548183,18465.8667642,9968.33258919,9814.96362537,12111.7466138,14604.530882,21838.0248895,24544.98275,21825.15926,19336.1962268,11038.2113147,15537.5802858,7937.97320428,25618.3612409,10764.985645,19042.9561271,17064.9096174,23900.020557,31240.6508313
BD.KH.JN,7487.17360042,6534.89405287,2745.55441525,2047.03995539,5135.15541878,3069.44891818,1706.92619706,15117.2814995,10066.6356002,34216.0078717,25290.6808428,9682.77654388,6621.87545058,3023.40514066,6949.92526089,13021.0938529,2858.31616384,44615.5796082,4025.04087451,16116.7723502,2657.22605176,11925.4188577,16703.1137419,3371.05976143,4101.68128655,5400.8557044,12822.6732179,11320.0808975,29020.4518015,13437.0901302,1652.24081789,4019.76379964,75581.1995241,15513.3186715,3689.93720846,720.021056597,2715.51274473,0.0,5059.02855453,2473.79327737,849.317124544,764.445904394,1093.81841948,4136.96925725,14495.7909289,3977.28745459,9626.93466979,4603.60250747,5156.59824286,5211.57194047,7070.74884943,10957.6251825,13797.2420309,12101.2532762,11150.7328358,6389.81255094,8953.98898968,4634.41514296,14466.6128469,6211.90458429,12120.7771375,10996.1108539,14829.8045853,19886.5839607
BD.KH.KL,2359.25506293,1910.47720656,547.407084394,486.546484058,1248.28228006,494.148384837,641.684915284,7920.5761556,4420.13936345,12912.8244765,11603.4921321,3482.97867965,2668.38887745,1287.43644889,2577.16336365,4677.96885153,1174.99972369,28546.8667131,2937.32474376,10187.7006995,1120.49414742,8599.90564812,9582.82840468,1535.80030392,3200.75587169,2867.84721371,7106.67225819,6376.66274712,18937.1257944,8079.03223702,1964.28276599,1797.64314353,51593.4810882,11783.0294654,365.881589252,1708.27676358,2116.30526206,2372.34126249,0.0,3937.13813199,1198.96524338,1149.43194247,600.936907159,523.853016735,11703.0824142,3060.79548859,7827.71249522,4670.34100039,4189.06251166,6091.19672139,6652.77650134,9667.98034069,9613.21963216,8650.18169934,7328.59937206,4169.7459285,5908.87837373,2978.75707177,9955.36975341,4104.96097444,6441.67724504,5625.82219145,8311.52719487,10443.9602341
BD.KH.KU,6538.47867621,5462.38848138,2429.26227536,1841.11320156,4425.05922171,2838.57370159,1311.07591541,10707.5569886,7916.06359871,26468.8733414,19138.399108,7527.36096169,5106.81495674,2261.0386848,5625.92306368,10413.1866699,2148.77019025,32119.528967,3598.79181011,10769.4614868,2585.66777967,6650.21852728,11190.766746,2946.66330545,2847.54881304,4189.26336457,9377.78498173,7892.05443758,17868.9999373,8592.98513818,1242.84070817,3314.25248808,43961.2265158,9002.23971612,3529.98449304,732.752539881,4053.99342886,1494.02035727,5070.65111679,0.0,1145.20005864,374.612167588,1278.92313568,4129.83965149,7210.21912331,2059.29982599,4765.48477487,1677.12582669,2679.29313606,2078.63742121,3045.07105588,5337.83413388,7807.34947708,6693.48422404,6564.14381627,3780.91133542,5265.91041996,2784.34304544,8231.61513322,3674.99449728,8320.32559719,7603.39837376,9795.91448438,13504.4335889
BD.KH.MG,2779.78609366,2658.06774035,1143.94893417,791.237250594,2113.64752494,1240.04237955,741.025408538,6073.1876556,3794.20050279,14413.6913343,9874.9827705,4220.39885966,2686.7626142,1262.5939329,2701.30413537,5243.76442882,1213.28944904,15835.4171253,1030.54054517,6293.71620119,821.005502281,5451.38519851,6904.71762353,1104.25224499,1394.35758614,1906.05213568,4777.24457168,4459.00127406,12414.9652645,5799.51369309,487.996112539,1415.16831836,34166.2369363,6433.92758139,1523.15697797,770.637669914,1352.47721632,726.125720767,2185.94133006,1621.17609508,0.0,589.905021344,305.883864683,1947.44188727,6994.32749258,1980.82067922,5020.84707622,2427.24965887,2834.42052182,2406.23901947,3971.3303894,4928.17946595,6883.23502503,5774.23602999,5283.46784653,3094.25487645,4393.2722996,2290.69949559,7031.90365913,3115.52515705,5092.14458224,4708.6178905,6428.9759047,8670.0782166
BD.KH.ME,2462.44969331,1993.07730463,859.708257899,673.642435061,1587.97939769,1009.75834957,473.301576437,4273.60634229,3101.55553501,9735.19007675,7491.00952269,2696.68005789,1929.63436432,849.981056667,2134.52207045,3888.84897721,796.129490644,13864.4185348,1549.0946373,4587.83810948,1003.65383797,2793.28940941,4529.78336742,1171.96195433,1315.05586395,1719.00610226,3868.8873851,3232.67880616,7462.4946256,3454.02682958,636.899189618,1314.15008276,18069.0019133,4108.38271548,1234.92260862,160.151192064,1361.9381433,538.681376408,1727.26285219,437.093121531,486.211644816,0.0,485.29452405,1349.33538362,3110.10603534,813.024197963,1800.92855572,855.013830688,879.133495343,1356.6243187,1103.11001009,2642.47353594,2870.44621729,2670.25418509,2520.47290987,1406.07874269,1931.73562851,997.619908703,3130.14401432,1302.44970945,3267.3160662,2924.07360297,3833.74636719,5166.65994832
BD.KH.NR,1527.64277976,1605.40800107,649.273033052,417.00633833,1231.99696719,645.80176606,502.872261261,4538.93155501,2516.80185808,9653.40678434,6850.6348219,2833.10312219,1802.89155358,877.634285329,1698.12954527,3355.5213505,838.822266677,12890.4750677,873.303313541,5156.77877533,333.561692949,4754.99364981,5419.36339753,635.248357054,1315.81399157,1356.95261538,3588.75200649,3436.76992282,10381.2939839,4669.98032617,698.829544966,890.394872196,29097.1110393,5834.00127426,773.813278782,831.850285015,871.629228723,953.796147252,1117.4527712,1846.5525224,311.978711571,600.524208259,0.0,1118.30612049,6368.70133158,1753.52681387,4504.43155897,2404.374551,2508.00058487,2716.52296125,3716.96398312,4772.46531324,5844.82761703,4987.93496435,4409.31973749,2569.73555608,3659.48953212,1887.3442058,5963.08000144,2589.57224086,3872.26106884,3538.23375179,5023.91747577,6603.89135635
BD.KH.ST,4017.7941627,3028.68355862,942.78820624,892.087426814,2053.94629786,1022.94930151,900.927630116,11418.6075075,6770.87079148,18710.9047422,17286.6376891,4880.96934688,3959.42542405,1853.81036199,4021.86038445,7135.77581746,1675.0858673,41905.6391125,4446.26826149,14577.6102498,1897.62676512,11605.6989657,13527.0097705,2480.22162471,4626.75570933,4347.439562,10494.9596979,9200.74009633,26201.1483902,11161.7528104,2779.04262636,2835.04731306,69850.7622604,16383.562937,980.988799732,2159.58291502,2844.94549136,3120.51637333,842.64294567,5158.03460701,1718.17240307,1444.37139274,967.37429358,0.0,15565.0939813,4010.48476214,10123.076268,6146.56466957,5295.08020134,8275.8146603,8521.6044319,13151.3679475,12468.2942977,11474.2036716,9703.66689411,5457.37855825,7687.50675557,3848.8113297,13062.1806316,5276.96180947,9067.59411446,7850.76138929,11479.5164319,14402.9973036
BD.RS.BO,26202.7566631,20411.3473194,9835.66096292,7603.03645792,17274.5865802,12109.9150731,4286.42312692,30413.3634374,27592.2940985,87228.1985604,61884.1913459,25197.108933,16781.4099713,6990.56817244,20171.3033646,36385.5509282,6710.63285671,111008.202003,17604.6036236,29732.1139385,12074.0084066,7001.89788813,27737.6965317,12349.0422716,11200.5724968,15120.1790755,30298.2526451,22390.5913746,34549.9101316,17971.3465171,7874.93040614,12684.8279044,59916.3457567,20109.7430417,15668.0145856,8038.34497641,25032.6789605,13786.9798264,23736.5422638,11354.8807287,7780.92531762,4197.75624722,6946.52774582,19626.1357612,0.0,2000.36073464,8105.67204575,5677.71498345,7786.99227217,13417.3424017,10639.9689467,10691.9145644,13114.3880525,6750.55638394,10065.2896498,6540.57310701,9462.70449908,5658.66172247,11773.0357095,7601.44540683,21383.1194118,19717.1687386,22404.1007771,33337.5923147
BD.RS.JP,10264.0457392,7769.55051875,3710.85549248,2933.6827581,6539.83596584,4615.90421357,1577.87133972,12354.6854202,11048.0930492,32777.9629181,24688.4828755,9254.77017039,6474.05268858,2660.44728799,7877.50492784,13987.7580911,2516.42589336,48231.73087,7378.85507731,13132.3385421,4835.19105735,3681.76402523,11498.3844255,5006.15295454,5015.54380645,6283.40645373,12723.8874779,9397.06505127,15526.6991995,7338.93512223,3424.14670393,5133.29407387,26578.8182551,10274.0500146,5951.13086824,3103.19183281,9688.593816,5466.35732256,8970.88557707,4686.38009123,3184.3020627,1585.73022966,2763.84139169,7307.41437533,2890.62752878,0.0,1704.86996784,2636.56177878,2154.91994971,6317.68837546,3533.03008293,6412.35071304,2728.10925568,2036.4326599,2996.29023184,1731.87064327,2366.17701083,1489.81609827,2713.56380293,1910.49755662,8445.39319917,7531.48909034,8679.13725488,12501.1547718
