,BD.BA.BS,BD.BA.BL,BD.BA.BG,BD.BA.JK,BD.BA.PT,BD.BA.PR,BD.CG.BD,BD.CG.BB,BD.CG.CP,BD.CG.CT,BD.CG.CM,BD.CG.CB,BD.CG.FN,BD.CG.KG,BD.CG.LK,BD.CG.NO,BD.CG.PC,BD.DA.DH,BD.DA.FR,BD.DA.GZ,BD.DA.GG,BD.DA.JM,BD.DA.KS,BD.DA.MD,BD.DA.MK,BD.DA.MU,BD.DA.NY,BD.DA.NS,BD.DA.MM,BD.DA.NK,BD.DA.RB,BD.DA.SA,BD.DA.SP,BD.DA.TA,BD.KH.BH,BD.KH.CD,BD.KH.JS,BD.KH.JN,BD.KH.KL,BD.KH.KU,BD.KH.MG,BD.KH.ME,BD.KH.NR,BD.KH.ST,BD.RS.BO,BD.RS.JP,BD.RS.NA,BD.RS.NT,BD.RS.NW,BD.RS.PB,BD.RS.RS,BD.RS.SR,BD.RP.DJ,BD.RP.GB,BD.RP.KR,BD.RP.LL,BD.RP.NP,BD.RP.PN,BD.RP.RP,BD.RP.TH,BD.SY.HA,BD.SY.MB,BD.SY.SN,BD.SY.SL
BD.DA.GG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.JM,1963.78039512,1461.97338073,748.154325935,580.379601406,1280.26338773,946.616885973,289.20887894,1720.68616623,1858.75562222,5806.04032245,3922.53434083,1730.17309605,1088.89097353,439.063932436,1388.87646342,2475.68977726,431.268325453,8075.59059196,1522.52646712,1774.00834109,990.095085914,0.0,1398.9702103,956.644077028,909.81408972,1073.79383513,1979.45215156,1290.93300343,1406.50318038,776.919368116,758.660170978,923.101786042,1370.48644376,1293.97719859,1257.14777439,862.279713663,2332.4728149,1403.11940998,1973.42977251,1355.11463486,739.410161557,475.668126658,610.948519143,1661.52663123,770.257753917,278.975567098,1115.40727898,843.9456336,910.56334462,1503.90373409,1478.60883506,1099.92264339,1162.65452632,440.321288,566.068137687,448.762534179,710.742024896,432.225197372,883.281345552,629.270610648,1110.96064115,1058.48838612,1075.53401549,1760.50696609
BD.DA.KS,1861.96159793,1376.33546822,785.041288678,586.052638047,1284.41164242,1013.48716818,269.125207426,632.137674652,1379.33952401,4944.71376821,2487.82343607,1663.54612177,815.398431549,320.316049806,1144.55365514,2068.40779418,347.496901303,7074.60792349,1741.06391251,1148.98509646,1065.11522704,1578.31054569,0.0,924.489493444,1063.10550315,859.003429358,1285.14215178,508.670475532,1703.91932795,547.631232014,1068.38732994,794.893545036,7903.74694133,2238.39326858,1402.51771239,1369.8162431,3077.12296402,2070.56029991,2316.81392346,2402.53330204,986.719974576,812.708876075,733.622094507,2040.36216857,3214.84583731,917.944654346,2913.33127682,1979.49610716,1938.53701244,2740.29349969,3260.33053513,2764.24627929,2937.38738761,1982.40423695,1568.86679925,1065.73819676,1653.57390295,900.976726887,2573.99260106,1340.43111752,400.903267763,616.229476301,676.647108779,1263.54254645
BD.DA.MD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.MK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.MU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.NY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.MM,2614.10553843,1965.78939463,1054.68545963,798.362364319,1769.43979463,1341.1162724,390.347972264,1686.03632444,2226.27921642,7540.07484809,4480.62040038,2368.19472217,1338.85882954,536.982866669,1755.43368614,3168.96925096,548.255599475,9332.62637547,2116.88787763,1588.68354998,1374.77699793,994.672049434,1068.08110802,1256.89775884,1197.93055995,1273.69014388,2130.60661633,1192.47541998,0.0,550.664796263,1162.21641564,1157.78128827,4616.89669826,1665.02946822,1815.39941863,1478.99363586,3621.49710716,2294.48049601,2920.12379897,2446.80622421,1131.5747892,853.947867295,896.324722359,2520.66738568,2554.03261111,790.584997813,2674.67500254,1818.72005926,1908.2291691,2656.77190545,3136.61933073,2256.788729,2732.23308826,1572.73888215,1362.75135074,996.80818262,1569.8579665,891.597736404,2273.07569497,1321.21304301,1075.21829715,1163.95769551,1070.64749486,2028.95105277
BD.DA.NK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.RB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.SA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.SP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.DA.TA,4360.80485317,3514.22903823,1816.05708799,1336.27619423,3096.53663139,2238.36351108,770.291679415,3780.47697087,3943.08064493,14799.0692415,8593.34185111,4593.3895137,2611.75692437,1114.24432008,3153.5871333,5888.72729291,1126.00621857,12363.7403717,2821.77349782,2596.79325413,2071.80256349,2111.19718173,3237.08850335,1924.41885675,1286.95427998,1989.47463188,3571.65174357,2481.04190748,3841.35904904,2467.87056305,1379.65912155,1869.70448536,13410.3535758,0.0,2991.18562437,2104.18096591,5392.88568803,3200.55479798,4741.1589553,3216.5496187,1530.22141386,1226.75707936,1314.37944176,4112.85995523,3879.05904349,1365.05910976,4360.11638126,2384.59609149,3124.88865182,2913.40771626,4710.20923554,2026.47482666,5219.92819078,3174.52085061,3105.00908089,2105.2030113,3186.05771524,1787.80624058,4615.4440216,2555.23928454,2901.59756081,2975.75791913,3351.57629785,5361.67973636
BD.KH.BH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.KH.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.KH.JS,2076.75390026,1795.18169695,711.204099374,534.596981522,1369.89502549,760.188630622,497.866081269,4639.14168773,3038.34873135,9928.86024777,7631.46772084,2801.79956722,1931.12974885,893.262804267,1999.46938512,3719.66627546,843.851652053,16735.7119462,1536.49921691,5664.34574638,736.110487405,4467.83105617,5224.45522599,1033.35306574,1740.97609874,1796.1362738,4274.70902945,3648.01475911,9809.09857029,4216.39587754,908.492174141,1237.34691155,26621.4916394,6331.39184879,867.603070881,660.115414156,0.0,722.820913001,1098.66217915,1868.87834842,415.017466578,524.690707798,253.363665535,921.441627281,6229.96359365,1660.84399779,4336.55475638,2509.5085377,2376.49093994,3093.76551599,3777.93016971,5107.70612235,5368.34745824,4580.91365132,3932.85106832,2296.55372723,3284.96185339,1686.41779165,5446.86288069,2331.79206903,3638.39425519,3283.0679716,4509.63009252,6008.13819078
BD.KH.JN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.KH.KL,649.483922966,508.51914895,149.561711489,134.160605735,337.262570457,137.174722516,166.159672289,1940.32610208,1161.90350351,3334.77202317,2963.89590765,907.097930284,683.021414791,325.557236392,678.60458807,1220.923628,299.742937621,8093.59414585,884.076416529,2657.30458212,323.67955933,2203.96997441,2293.45995003,434.302814593,941.564471684,786.755265683,1883.87735876,1599.60387384,4611.54090966,1890.36715462,609.050190363,492.953545942,12760.3883576,3245.38586154,102.75453658,538.94469601,640.572101594,740.63156593,0.0,1285.63576549,368.919101253,365.982775139,178.647913602,150.104492675,3249.01605434,845.784326772,2273.64950574,1454.21380566,1254.52067713,1924.40624528,2128.54463974,2796.80261967,2600.52039821,2245.60531832,1843.61804802,1073.00319102,1545.13172523,782.715884046,2617.97808102,1099.76251425,1522.25659958,1338.67575474,1939.71082563,2484.26867877
BD.KH.KU,5628.36016866,4546.31678888,2075.37259825,1587.42356735,3738.40274735,2463.93101744,1061.55694535,8202.00455641,6506.6138479,21374.3057313,15285.9171622,6129.96171446,4087.39848832,1787.80935463,4632.12522026,8498.19097013,1714.00792225,28475.0046049,3386.93003191,8783.56472868,2335.55481779,5329.16986444,8374.6940957,2605.5539459,2619.27048507,3593.62678418,7773.1718599,6190.42877063,13606.4211298,6286.9867067,1204.96992221,2841.84091732,33997.777025,7753.03258389,3099.88016606,722.861277349,3836.93470381,1458.45565937,4527.07277259,0.0,1101.83755218,372.967442984,1188.84483294,3700.23316323,6259.09750438,1779.33025308,4328.20075957,1632.89018495,2508.95501035,2053.4518941,3046.41398136,4828.3950204,6603.99414605,5433.40529909,5163.4469247,3042.28273597,4305.71802994,2287.72312468,6768.70096648,3078.63521466,6148.09947905,5657.29468219,7148.46515099,10044.3395924
BD.KH.MG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.KH.ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.KH.NR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.KH.ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BD.RS.BO,2128.89757792,1603.43514427,793.09979467,618.731204774,1377.45454803,992.137996262,327.576781123,2198.85544038,2140.60326639,6648.38375735,4665.17811849,1936.72673725,1267.7333654,521.708968748,1567.55604926,2802.68573198,505.229788046,9288.64400872,1563.78976958,2288.78617735,1029.36981809,529.592754483,1959.21508564,1030.63632838,972.415802824,1224.20699698,2370.38121426,1657.6729005,2483.09421609,1241.02838408,720.62624687,1026.6002519,4373.49519541,1634.67030003,1298.6397437,748.457050658,2236.20344775,1270.30635271,2000.20180805,1094.29432029,706.594202755,394.465363355,609.468298085,1659.71422072,0.0,163.135288832,694.851427035,521.756098752,688.248067998,1251.05069765,1004.69551617,912.842419845,1047.01693167,517.204198707,747.292324734,496.731268697,730.281017253,438.830765966,913.716246918,601.035792079,1491.33166911,1384.67618786,1543.11378737,2340.35565377
