road,lrp1,lrp2,name,gap,newspeed
N1,N1_LRP221,N1_LRP221a,N1_LRP221-N1_LRP221a,ROAD,70
N1,N1_LRP221a,N1_LRP221b,N1_LRP221a-N1_LRP221b,ROAD,70
N1,N1_LRP221b,N1_LRP221c,N1_LRP221b-N1_LRP221c,BRIDGE,70
N1,N1_LRP221c,N1_LRP222,N1_LRP221c-N1_LRP222,ROAD,70
N1,N1_LRP222,N1_LRP222a,N1_LRP222-N1_LRP222a,ROAD,70
N1,N1_LRP222a,N1_LRP223,N1_LRP222a-N1_LRP223,ROAD,70
N1,N1_LRP223,N1_LRP224,N1_LRP223-N1_LRP224,ROAD,70
N1,N1_LRP224,N1_LRP224a,N1_LRP224-N1_LRP224a,ROAD,70
N1,N1_LRP224a,N1_LRP224b,N1_LRP224a-N1_LRP224b,BRIDGE,70
N1,N1_LRP224b,N1_LRP225,N1_LRP224b-N1_LRP225,ROAD,70
N1,N1_LRP225,N1_LRP226,N1_LRP225-N1_LRP226,ROAD,70
N1,N1_LRP226,N1_LRP226a,N1_LRP226-N1_LRP226a,ROAD,70
N1,N1_LRP226a,N1_LRP226b,N1_LRP226a-N1_LRP226b,BRIDGE,70
N1,N1_LRP226b,N1_LRP227,N1_LRP226b-N1_LRP227,ROAD,70
N1,N1_LRP227,N1_LRP227a,N1_LRP227-N1_LRP227a,ROAD,70
N1,N1_LRP227a,N1_LRP227b,N1_LRP227a-N1_LRP227b,ROAD,70
N1,N1_LRP227b,N1_LRP227c,N1_LRP227b-N1_LRP227c,BRIDGE,70
N1,N1_LRP227c,N1_LRP228,N1_LRP227c-N1_LRP228,ROAD,70
N1,N1_LRP228,N1_LRP229,N1_LRP228-N1_LRP229,ROAD,70
N1,N1_LRP229,N1_LRP229a,N1_LRP229-N1_LRP229a,ROAD,70
N1,N1_LRP229a,N1_LRP229b,N1_LRP229a-N1_LRP229b,BRIDGE,70
N1,N1_LRP229b,N1_LRP230,N1_LRP229b-N1_LRP230,ROAD,70
N1,N1_LRP230,N1_LRP230a,N1_LRP230-N1_LRP230a,ROAD,70
N1,N1_LRP230a,N1_LRP230b,N1_LRP230a-N1_LRP230b,ROAD,70
N1,N1_LRP230b,N1_LRP230c,N1_LRP230b-N1_LRP230c,ROAD,70
N1,N1_LRP230c,N1_LRP231,N1_LRP230c-N1_LRP231,ROAD,70
N1,N1_LRP231,N1_LRP231a,N1_LRP231-N1_LRP231a,ROAD,70
N1,N1_LRP231a,N1_LRP231b,N1_LRP231a-N1_LRP231b,ROAD,70
N1,N1_LRP231b,N1_LRP231c,N1_LRP231b-N1_LRP231c,BRIDGE,70
N1,N1_LRP231c,N1_LRP232,N1_LRP231c-N1_LRP232,ROAD,70
N1,N1_LRP232,N1_LRP232a,N1_LRP232-N1_LRP232a,ROAD,70
N1,N1_LRP232a,N1_LRP232b,N1_LRP232a-N1_LRP232b,ROAD,70
N1,N1_LRP232b,N1_LRP232c,N1_LRP232b-N1_LRP232c,ROAD,70
N1,N1_LRP232c,N1_LRP232d,N1_LRP232c-N1_LRP232d,BRIDGE,70
N1,N1_LRP232d,N1_LRP233,N1_LRP232d-N1_LRP233,ROAD,70
N1,N1_LRP233,N1_LRP233a,N1_LRP233-N1_LRP233a,ROAD,70
N1,N1_LRP233a,N1_LRP234,N1_LRP233a-N1_LRP234,ROAD,70
N1,N1_LRP234,N1_LRP234a,N1_LRP234-N1_LRP234a,ROAD,70
N1,N1_LRP234a,N1_LRP234b,N1_LRP234a-N1_LRP234b,BRIDGE,70
N1,N1_LRP234b,N1_LRP235,N1_LRP234b-N1_LRP235,ROAD,70
N1,N1_LRP235,N1_LRP235a,N1_LRP235-N1_LRP235a,ROAD,70
N1,N1_LRP235a,N1_LRP235b,N1_LRP235a-N1_LRP235b,ROAD,70
N1,N1_LRP235b,N1_LRP244b,N1_LRP235b-N1_LRP244b,ROAD,70
N1,N1_LRP244b,N1_LRP245,N1_LRP244b-N1_LRP245,ROAD,70
N1,N1_LRP245,N1_LRP245a,N1_LRP245-N1_LRP245a,ROAD,70
N1,N1_LRP245a,N1_LRP246,N1_LRP245a-N1_LRP246,ROAD,70
N1,N1_LRP246,N1_LRP246a,N1_LRP246-N1_LRP246a,ROAD,70
N1,N1_LRP246a,N1_LRP246b,N1_LRP246a-N1_LRP246b,BRIDGE,70
N1,N1_LRP246b,N1_LRP247,N1_LRP246b-N1_LRP247,ROAD,70
N1,N1_LRP247,N1_LRP247a,N1_LRP247-N1_LRP247a,ROAD,70
N1,N1_LRP247a,N1_LRP247b,N1_LRP247a-N1_LRP247b,BRIDGE,70
N1,N1_LRP247b,N1_LRP248,N1_LRP247b-N1_LRP248,ROAD,70
N1,N1_LRP248,N1_LRP248a,N1_LRP248-N1_LRP248a,ROAD,70
N1,N1_LRP248a,N1_LRP248b,N1_LRP248a-N1_LRP248b,BRIDGE,70
N1,N1_LRP248b,N1_LRP248c,N1_LRP248b-N1_LRP248c,ROAD,70
N1,N1_LRP248c,N1_LRP248d,N1_LRP248c-N1_LRP248d,BRIDGE,70
N1,N1_LRP248d,N1_LRP249,N1_LRP248d-N1_LRP249,ROAD,70
N1,N1_LRP249,N1_LRP249a,N1_LRP249-N1_LRP249a,ROAD,70
N1,N1_LRP249a,N1_LRP250a,N1_LRP249a-N1_LRP250a,BRIDGE,70
N1,N1_LRP250a,N1_LRP250b,N1_LRP250a-N1_LRP250b,ROAD,70
N1,N1_LRP250b,N1_LRP250c,N1_LRP250b-N1_LRP250c,BRIDGE,70
N1,N1_LRP250c,N1_LRP251,N1_LRP250c-N1_LRP251,ROAD,70
N1,N1_LRP251,N1_LRP251a,N1_LRP251-N1_LRP251a,ROAD,70
N1,N1_LRP251a,N1_LRP251b,N1_LRP251a-N1_LRP251b,ROAD,70
N1,N1_LRP251b,N1_LRP251c,N1_LRP251b-N1_LRP251c,ROAD,70
N1,N1_LRP251c,N1_LRP252,N1_LRP251c-N1_LRP252,ROAD,70
N1,N1_LRP252,N1_LRP252a,N1_LRP252-N1_LRP252a,ROAD,70
N1,N1_LRP252a,N1_LRP252b,N1_LRP252a-N1_LRP252b,ROAD,70
N1,N1_LRP252b,N1_LRP253,N1_LRP252b-N1_LRP253,ROAD,70
N1,N1_LRP253,N1_LRP253a,N1_LRP253-N1_LRP253a,ROAD,70
N1,N1_LRP253a,N1_LRP254,N1_LRP253a-N1_LRP254,ROAD,70
N1,N1_LRP254,N1_LRP254a,N1_LRP254-N1_LRP254a,ROAD,70
N1,N1_LRP254a,N1_LRP254b,N1_LRP254a-N1_LRP254b,ROAD,70
N1,N1_LRP254b,N1_LRP254c,N1_LRP254b-N1_LRP254c,ROAD,70
N1,N1_LRP254c,N1_LRP254d,N1_LRP254c-N1_LRP254d,ROAD,70
N1,N1_LRP254d,N1_LRP255a,N1_LRP254d-N1_LRP255a,BRIDGE,70
N1,N1_LRP255a,N1_LRP255b,N1_LRP255a-N1_LRP255b,ROAD,70
N1,N1_LRP255b,N1_LRP256,N1_LRP255b-N1_LRP256,ROAD,70
N1,N1_LRP256,N1_LRP256a,N1_LRP256-N1_LRP256a,ROAD,70
N1,N1_LRP256a,N1_LRP257,N1_LRP256a-N1_LRP257,ROAD,70
N1,N1_LRP257,N1_LRP257a,N1_LRP257-N1_LRP257a,ROAD,70
N1,N1_LRP257a,N1_LRP258,N1_LRP257a-N1_LRP258,ROAD,70
N1,N1_LRP258,N1_LRP258a,N1_LRP258-N1_LRP258a,ROAD,70
N1,N1_LRP258a,N1_LRP259,N1_LRP258a-N1_LRP259,ROAD,70
N1,N1_LRP259,N1_LRP259a,N1_LRP259-N1_LRP259a,ROAD,70
N1,N1_LRP259a,N1_LRP259b,N1_LRP259a-N1_LRP259b,ROAD,70
N1,N1_LRP259b,N1_LRP260,N1_LRP259b-N1_LRP260,ROAD,70
N1,N1_LRP260,N1_LRP260a,N1_LRP260-N1_LRP260a,ROAD,70
N1,N1_LRP260a,N1_LRP260b,N1_LRP260a-N1_LRP260b,ROAD,70
N1,N1_LRP260b,N1_LRP260c,N1_LRP260b-N1_LRP260c,ROAD,70
