road,lrp1,lrp2,name,gap,newspeed
N4,N4_LRP023b,N4_LRP023c,N4_LRP023b-N4_LRP023c,BRIDGE,70
N4,N4_LRP023c,N4_LRP024,N4_LRP023c-N4_LRP024,ROAD,70
N4,N4_LRP024,N4_LRP024a,N4_LRP024-N4_LRP024a,ROAD,70
N4,N4_LRP024a,N4_LRP024b,N4_LRP024a-N4_LRP024b,BRIDGE,70
N4,N4_LRP024b,N4_LRP025,N4_LRP024b-N4_LRP025,ROAD,70
N4,N4_LRP025,N4_LRP025a,N4_LRP025-N4_LRP025a,ROAD,70
N4,N4_LRP025a,N4_LRP026,N4_LRP025a-N4_LRP026,ROAD,70
N4,N4_LRP026,N4_LRP026a,N4_LRP026-N4_LRP026a,ROAD,70
N4,N4_LRP026a,N4_LRP026b,N4_LRP026a-N4_LRP026b,ROAD,70
N4,N4_LRP026b,N4_LRP027,N4_LRP026b-N4_LRP027,ROAD,70
N4,N4_LRP027,N4_LRP027a,N4_LRP027-N4_LRP027a,ROAD,70
N4,N4_LRP027a,N4_LRP028,N4_LRP027a-N4_LRP028,ROAD,70
N4,N4_LRP028,N4_LRP028a,N4_LRP028-N4_LRP028a,ROAD,70
N4,N4_LRP028a,N4_LRP029,N4_LRP028a-N4_LRP029,ROAD,70
N4,N4_LRP029,N4_LRP029a,N4_LRP029-N4_LRP029a,ROAD,70
N4,N4_LRP029a,N4_LRP029b,N4_LRP029a-N4_LRP029b,BRIDGE,70
N4,N4_LRP029b,N4_LRP029c,N4_LRP029b-N4_LRP029c,ROAD,70
N4,N4_LRP029c,N4_LRP029d,N4_LRP029c-N4_LRP029d,BRIDGE,70
N4,N4_LRP029d,N4_LRP030,N4_LRP029d-N4_LRP030,ROAD,70
N4,N4_LRP030,N4_LRP030a,N4_LRP030-N4_LRP030a,ROAD,70
N4,N4_LRP030a,N4_LRP030b,N4_LRP030a-N4_LRP030b,ROAD,70
N4,N4_LRP030b,N4_LRP030c,N4_LRP030b-N4_LRP030c,ROAD,70
N4,N4_LRP030c,N4_LRP030d,N4_LRP030c-N4_LRP030d,ROAD,70
N4,N4_LRP030d,N4_LRP031,N4_LRP030d-N4_LRP031,ROAD,70
N4,N4_LRP031,N4_LRP031a,N4_LRP031-N4_LRP031a,ROAD,70
N4,N4_LRP031a,N4_LRP032,N4_LRP031a-N4_LRP032,ROAD,70
N4,N4_LRP032,N4_LRP033,N4_LRP032-N4_LRP033,ROAD,70
N4,N4_LRP033,N4_LRP034,N4_LRP033-N4_LRP034,ROAD,70
N4,N4_LRP034,N4_LRP035,N4_LRP034-N4_LRP035,ROAD,70
N4,N4_LRP035,N4_LRP035a,N4_LRP035-N4_LRP035a,ROAD,70
N4,N4_LRP035a,N4_LRP035b,N4_LRP035a-N4_LRP035b,BRIDGE,70
N4,N4_LRP035b,N4_LRP036,N4_LRP035b-N4_LRP036,ROAD,70
N4,N4_LRP036,N4_LRP037,N4_LRP036-N4_LRP037,ROAD,70
N4,N4_LRP037,N4_LRP038,N4_LRP037-N4_LRP038,ROAD,70
N4,N4_LRP038,N4_LRP038a,N4_LRP038-N4_LRP038a,ROAD,70
N4,N4_LRP038a,N4_LRP038b,N4_LRP038a-N4_LRP038b,BRIDGE,70
N4,N4_LRP038b,N4_LRP039,N4_LRP038b-N4_LRP039,ROAD,70
N4,N4_LRP039,N4_LRP040,N4_LRP039-N4_LRP040,ROAD,70
N4,N4_LRP040,N4_LRP040a,N4_LRP040-N4_LRP040a,ROAD,70
N4,N4_LRP040a,N4_LRP040b,N4_LRP040a-N4_LRP040b,BRIDGE,70
N4,N4_LRP040b,N4_LRP041,N4_LRP040b-N4_LRP041,ROAD,70
N4,N4_LRP041,N4_LRP041a,N4_LRP041-N4_LRP041a,ROAD,70
N4,N4_LRP041a,N4_LRP042,N4_LRP041a-N4_LRP042,ROAD,70
N4,N4_LRP042,N4_LRP042a,N4_LRP042-N4_LRP042a,ROAD,70
N4,N4_LRP042a,N4_LRP043,N4_LRP042a-N4_LRP043,ROAD,70
N4,N4_LRP043,N4_LRP043a,N4_LRP043-N4_LRP043a,ROAD,70
N4,N4_LRP043a,N4_LRP043b,N4_LRP043a-N4_LRP043b,BRIDGE,70
N4,N4_LRP043b,N4_LRP044,N4_LRP043b-N4_LRP044,ROAD,70
N4,N4_LRP044,N4_LRP044a,N4_LRP044-N4_LRP044a,ROAD,70
N4,N4_LRP044a,N4_LRP044b,N4_LRP044a-N4_LRP044b,BRIDGE,70
N4,N4_LRP044b,N4_LRP044c,N4_LRP044b-N4_LRP044c,ROAD,70
N4,N4_LRP044c,N4_LRP045,N4_LRP044c-N4_LRP045,ROAD,70
N4,N4_LRP045,N4_LRP045a,N4_LRP045-N4_LRP045a,ROAD,70
N4,N4_LRP045a,N4_LRP046,N4_LRP045a-N4_LRP046,ROAD,70
N4,N4_LRP046,N4_LRP046a,N4_LRP046-N4_LRP046a,ROAD,70
N4,N4_LRP046a,N4_LRP046b,N4_LRP046a-N4_LRP046b,BRIDGE,70
N4,N4_LRP046b,N4_LRP046c,N4_LRP046b-N4_LRP046c,ROAD,70
N4,N4_LRP046c,N4_LRP047,N4_LRP046c-N4_LRP047,ROAD,70
N4,N4_LRP047,N4_LRP047a,N4_LRP047-N4_LRP047a,ROAD,70
N4,N4_LRP047a,N4_LRP047b,N4_LRP047a-N4_LRP047b,ROAD,70
N4,N4_LRP047b,N4_LRP047c,N4_LRP047b-N4_LRP047c,BRIDGE,70
N4,N4_LRP047c,N4_LRP048,N4_LRP047c-N4_LRP048,ROAD,70
N4,N4_LRP048,N4_LRP048a,N4_LRP048-N4_LRP048a,ROAD,70
N4,N4_LRP048a,N4_LRP048b,N4_LRP048a-N4_LRP048b,BRIDGE,70
N4,N4_LRP048b,N4_LRP049,N4_LRP048b-N4_LRP049,ROAD,70
N4,N4_LRP049,N4_LRP049a,N4_LRP049-N4_LRP049a,ROAD,70
N4,N4_LRP049a,N4_LRP050,N4_LRP049a-N4_LRP050,ROAD,70
N4,N4_LRP050,N4_LRP050a,N4_LRP050-N4_LRP050a,ROAD,70
N4,N4_LRP050a,N4_LRP050b,N4_LRP050a-N4_LRP050b,BRIDGE,70
N4,N4_LRP050b,N4_LRP051,N4_LRP050b-N4_LRP051,ROAD,70
N4,N4_LRP051,N4_LRP051a,N4_LRP051-N4_LRP051a,ROAD,70
N4,N4_LRP051a,N4_LRP051b,N4_LRP051a-N4_LRP051b,BRIDGE,70
N4,N4_LRP051b,N4_LRP052,N4_LRP051b-N4_LRP052,ROAD,70
N4,N4_LRP052,N4_LRP053,N4_LRP052-N4_LRP053,ROAD,70
N4,N4_LRP053,N4_LRP053a,N4_LRP053-N4_LRP053a,ROAD,70
N4,N4_LRP053a,N4_LRP053b,N4_LRP053a-N4_LRP053b,BRIDGE,70
N4,N4_LRP053b,N4_LRP054,N4_LRP053b-N4_LRP054,ROAD,70
N4,N4_LRP054,N4_LRP054a,N4_LRP054-N4_LRP054a,ROAD,70
N4,N4_LRP054a,N4_LRP054b,N4_LRP054a-N4_LRP054b,BRIDGE,70
N4,N4_LRP054b,N4_LRP055,N4_LRP054b-N4_LRP055,ROAD,70
N4,N4_LRP055,N4_LRP055a,N4_LRP055-N4_LRP055a,ROAD,70
N4,N4_LRP055a,N4_LRP055b,N4_LRP055a-N4_LRP055b,BRIDGE,70
N4,N4_LRP055b,N4_LRP056,N4_LRP055b-N4_LRP056,ROAD,70
N4,N4_LRP056,N4_LRP056a,N4_LRP056-N4_LRP056a,ROAD,70
N4,N4_LRP056a,N4_LRP056b,N4_LRP056a-N4_LRP056b,BRIDGE,70
N4,N4_LRP056b,N4_LRP056c,N4_LRP056b-N4_LRP056c,ROAD,70
N4,N4_LRP056c,N4_LRP057,N4_LRP056c-N4_LRP057,ROAD,70
N4,N4_LRP057,N4_LRP057a,N4_LRP057-N4_LRP057a,ROAD,70
N4,N4_LRP057a,N4_LRP058,N4_LRP057a-N4_LRP058,ROAD,70
N4,N4_LRP058,N4_LRP058a,N4_LRP058-N4_LRP058a,ROAD,70
N4,N4_LRP058a,N4_LRP058b,N4_LRP058a-N4_LRP058b,BRIDGE,70
N4,N4_LRP058b,N4_LRP059,N4_LRP058b-N4_LRP059,ROAD,70
N4,N4_LRP059,N4_LRP059a,N4_LRP059-N4_LRP059a,ROAD,70
N4,N4_LRP059a,N4_LRP059b,N4_LRP059a-N4_LRP059b,ROAD,70
N4,N4_LRP059b,N4_LRP060,N4_LRP059b-N4_LRP060,ROAD,70
N4,N4_LRP060,N4_LRP060a,N4_LRP060-N4_LRP060a,ROAD,70
N4,N4_LRP060a,N4_LRP061,N4_LRP060a-N4_LRP061,ROAD,70
N4,N4_LRP061,N4_LRP061a,N4_LRP061-N4_LRP061a,ROAD,70
N4,N4_LRP061a,N4_LRP061b,N4_LRP061a-N4_LRP061b,BRIDGE,70
N4,N4_LRP061b,N4_LRP061c,N4_LRP061b-N4_LRP061c,ROAD,70
N4,N4_LRP061c,N4_LRP061d,N4_LRP061c-N4_LRP061d,BRIDGE,70
N4,N4_LRP061d,N4_LRP062,N4_LRP061d-N4_LRP062,ROAD,70
N4,N4_LRP062,N4_LRP062a,N4_LRP062-N4_LRP062a,ROAD,70
N4,N4_LRP062a,N4_LRP062b,N4_LRP062a-N4_LRP062b,ROAD,70
N4,N4_LRP062b,N4_LRP063,N4_LRP062b-N4_LRP063,ROAD,70
N4,N4_LRP063,N4_LRP063a,N4_LRP063-N4_LRP063a,ROAD,70
N4,N4_LRP063a,N4_LRP063b,N4_LRP063a-N4_LRP063b,BRIDGE,70
N4,N4_LRP063b,N4_LRP064,N4_LRP063b-N4_LRP064,ROAD,70
N4,N4_LRP064,N4_LRP064a,N4_LRP064-N4_LRP064a,ROAD,70
N4,N4_LRP064a,N4_LRP064b,N4_LRP064a-N4_LRP064b,ROAD,70
N4,N4_LRP064b,N4_LRP064c,N4_LRP064b-N4_LRP064c,BRIDGE,70
N4,N4_LRP064c,N4_LRP065,N4_LRP064c-N4_LRP065,ROAD,70
N4,N4_LRP065,N4_LRP065a,N4_LRP065-N4_LRP065a,ROAD,70
N4,N4_LRP065a,N4_LRP066,N4_LRP065a-N4_LRP066,ROAD,70
N4,N4_LRP066,N4_LRP066a,N4_LRP066-N4_LRP066a,ROAD,70
N4,N4_LRP066a,N4_LRP066b,N4_LRP066a-N4_LRP066b,BRIDGE,70
N4,N4_LRP066b,N4_LRP067,N4_LRP066b-N4_LRP067,ROAD,70
N4,N4_LRP067,N4_LRP067a,N4_LRP067-N4_LRP067a,ROAD,70
N4,N4_LRP067a,N4_LRP067b,N4_LRP067a-N4_LRP067b,BRIDGE,70
N4,N4_LRP067b,N4_LRP068,N4_LRP067b-N4_LRP068,ROAD,70
N4,N4_LRP068,N4_LRP068a,N4_LRP068-N4_LRP068a,ROAD,70
N4,N4_LRP068a,N4_LRP068b,N4_LRP068a-N4_LRP068b,BRIDGE,70
N4,N4_LRP068b,N4_LRP069,N4_LRP068b-N4_LRP069,ROAD,70
N4,N4_LRP069,N4_LRP069a,N4_LRP069-N4_LRP069a,ROAD,70
N4,N4_LRP069a,N4_LRP069b,N4_LRP069a-N4_LRP069b,BRIDGE,70
N4,N4_LRP069b,N4_LRP070,N4_LRP069b-N4_LRP070,ROAD,70
N4,N4_LRP070,N4_LRP071,N4_LRP070-N4_LRP071,ROAD,70
N4,N4_LRP071,N4_LRP071a,N4_LRP071-N4_LRP071a,ROAD,70
N4,N4_LRP071a,N4_LRP071b,N4_LRP071a-N4_LRP071b,BRIDGE,70
N4,N4_LRP071b,N4_LRP071c,N4_LRP071b-N4_LRP071c,ROAD,70
N4,N4_LRP071c,N4_LRP071d,N4_LRP071c-N4_LRP071d,ROAD,70
N4,N4_LRP071d,N4_LRP072,N4_LRP071d-N4_LRP072,ROAD,70
N4,N4_LRP072,N4_LRP072a,N4_LRP072-N4_LRP072a,ROAD,70
N4,N4_LRP072a,N4_LRP072b,N4_LRP072a-N4_LRP072b,ROAD,70
N4,N4_LRP072b,N4_LRP072c,N4_LRP072b-N4_LRP072c,BRIDGE,70
N4,N4_LRP072c,N4_LRP073,N4_LRP072c-N4_LRP073,ROAD,70
