road,lrp1,lrp2,name,gap,newspeed,newclass
R710,R710_LRP012a,R710_LRP013,R710_LRP012a-R710_LRP013,ROAD,45,N
R710,R710_LRP013,R710_LRP013a,R710_LRP013-R710_LRP013a,ROAD,45,N
R710,R710_LRP013a,R710_LRP014,R710_LRP013a-R710_LRP014,ROAD,45,N
R710,R710_LRP014,R710_LRP014a,R710_LRP014-R710_LRP014a,ROAD,45,N
R710,R710_LRP014a,R710_LRP014b,R710_LRP014a-R710_LRP014b,ROAD,45,N
R710,R710_LRP014b,R710_LRP015,R710_LRP014b-R710_LRP015,ROAD,45,N
R710,R710_LRP015,R710_LRP016,R710_LRP015-R710_LRP016,ROAD,45,N
R710,R710_LRP016,R710_LRP016a,R710_LRP016-R710_LRP016a,ROAD,45,N
R710,R710_LRP016a,R710_LRP016b,R710_LRP016a-R710_LRP016b,BRIDGE,45,N
R710,R710_LRP016b,R710_LRP017,R710_LRP016b-R710_LRP017,ROAD,45,N
R710,R710_LRP017,R710_LRP017a,R710_LRP017-R710_LRP017a,ROAD,45,N
R710,R710_LRP017a,R710_LRP017b,R710_LRP017a-R710_LRP017b,BRIDGE,45,N
R710,R710_LRP017b,R710_LRP018,R710_LRP017b-R710_LRP018,ROAD,45,N
R710,R710_LRP018,R710_LRP019,R710_LRP018-R710_LRP019,ROAD,45,N
R710,R710_LRP019,R710_LRP019a,R710_LRP019-R710_LRP019a,ROAD,45,N
R710,R710_LRP019a,R710_LRP020,R710_LRP019a-R710_LRP020,ROAD,45,N
R710,R710_LRP020,R710_LRP020a,R710_LRP020-R710_LRP020a,ROAD,45,N
R710,R710_LRP020a,R710_LRP021,R710_LRP020a-R710_LRP021,ROAD,45,N
R710,R710_LRP021,R710_LRP021a,R710_LRP021-R710_LRP021a,ROAD,45,N
R710,R710_LRP021a,R710_LRP021b,R710_LRP021a-R710_LRP021b,BRIDGE,45,N
R710,R710_LRP021b,R710_LRP021c,R710_LRP021b-R710_LRP021c,ROAD,45,N
R710,R710_LRP021c,R710_LRP023,R710_LRP021c-R710_LRP023,ROAD,45,N
R710,R710_LRP023,R710_LRP023a,R710_LRP023-R710_LRP023a,ROAD,45,N
R710,R710_LRP023a,R710_LRP023b,R710_LRP023a-R710_LRP023b,ROAD,45,N
R710,R710_LRP023b,R710_LRP024,R710_LRP023b-R710_LRP024,ROAD,45,N
R710,R710_LRP024,R710_LRP025,R710_LRP024-R710_LRP025,ROAD,45,N
R710,R710_LRP025,R710_LRP025a,R710_LRP025-R710_LRP025a,ROAD,45,N
R710,R710_LRP025a,R710_LRP025b,R710_LRP025a-R710_LRP025b,ROAD,45,N
R710,R710_LRP025b,R710_LRP025c,R710_LRP025b-R710_LRP025c,BRIDGE,45,N
R710,R710_LRP025c,R710_LRP026,R710_LRP025c-R710_LRP026,ROAD,45,N
R710,R710_LRP026,R710_LRP027,R710_LRP026-R710_LRP027,ROAD,45,N
R710,R710_LRP027,R710_LRP028,R710_LRP027-R710_LRP028,ROAD,45,N
R710,R710_LRP028,R710_LRP028a,R710_LRP028-R710_LRP028a,ROAD,45,N
R710,R710_LRP028a,R710_LRP029,R710_LRP028a-R710_LRP029,ROAD,45,N
R710,R710_LRP029,R710_LRP029a,R710_LRP029-R710_LRP029a,ROAD,45,N
R710,R710_LRP029a,R710_LRP030,R710_LRP029a-R710_LRP030,ROAD,45,N
R710,R710_LRP030,R710_LRP030a,R710_LRP030-R710_LRP030a,ROAD,45,N
R710,R710_LRP030a,R710_LRP030b,R710_LRP030a-R710_LRP030b,BRIDGE,45,N
R710,R710_LRP030b,R710_LRP031,R710_LRP030b-R710_LRP031,ROAD,45,N
R710,R710_LRP031,R710_LRP032,R710_LRP031-R710_LRP032,ROAD,45,N
R710,R710_LRP032,R710_LRP032a,R710_LRP032-R710_LRP032a,ROAD,45,N
R710,R710_LRP032a,R710_LRP033,R710_LRP032a-R710_LRP033,ROAD,45,N
R710,R710_LRP033,R710_LRP034,R710_LRP033-R710_LRP034,ROAD,45,N
R710,R710_LRP034,R710_LRP034b,R710_LRP034-R710_LRP034b,ROAD,45,N
R710,R710_LRP034b,R710_LRP035,R710_LRP034b-R710_LRP035,ROAD,45,N
R710,R710_LRP035,R710_LRP036,R710_LRP035-R710_LRP036,ROAD,45,N
R710,R710_LRP036,R710_LRP037,R710_LRP036-R710_LRP037,ROAD,45,N
R710,R710_LRP037,R710_LRP037a,R710_LRP037-R710_LRP037a,ROAD,45,N
R710,R710_LRP037a,R710_LRP037b,R710_LRP037a-R710_LRP037b,ROAD,45,N
R710,R710_LRP037b,R710_LRP038a,R710_LRP037b-R710_LRP038a,BRIDGE,45,N
R710,R710_LRP038a,R710_LRP039,R710_LRP038a-R710_LRP039,ROAD,45,N
R710,R710_LRP039,R710_LRP040,R710_LRP039-R710_LRP040,ROAD,45,N
R710,R710_LRP040,R710_LRP040a,R710_LRP040-R710_LRP040a,ROAD,45,N
R710,R710_LRP040a,R710_LRP041,R710_LRP040a-R710_LRP041,ROAD,45,N
R710,R710_LRP041,R710_LRP042,R710_LRP041-R710_LRP042,ROAD,45,N
R710,R710_LRP042,R710_LRP042a,R710_LRP042-R710_LRP042a,ROAD,45,N
R710,R710_LRP042a,R710_LRP043,R710_LRP042a-R710_LRP043,ROAD,45,N
R710,R710_LRP043,R710_LRP043a,R710_LRP043-R710_LRP043a,ROAD,45,N
R710,R710_LRP043a,R710_LRP044,R710_LRP043a-R710_LRP044,ROAD,45,N
R710,R710_LRP044,R710_LRP045,R710_LRP044-R710_LRP045,ROAD,45,N
R710,R710_LRP045,R710_LRP045a,R710_LRP045-R710_LRP045a,ROAD,45,N
R710,R710_LRP045a,R710_LRP046,R710_LRP045a-R710_LRP046,ROAD,45,N
R710,R710_LRP046,R710_LRP046a,R710_LRP046-R710_LRP046a,ROAD,45,N
R710,R710_LRP046a,R710_LRP047,R710_LRP046a-R710_LRP047,ROAD,45,N
R710,R710_LRP047,R710_LRP047a,R710_LRP047-R710_LRP047a,ROAD,45,N
R710,R710_LRP047a,R710_LRP048,R710_LRP047a-R710_LRP048,ROAD,45,N
R710,R710_LRP048,R710_LRP048a,R710_LRP048-R710_LRP048a,ROAD,45,N
R710,R710_LRP048a,R710_LRP049,R710_LRP048a-R710_LRP049,ROAD,45,N
R710,R710_LRP049,R710_LRP049a,R710_LRP049-R710_LRP049a,ROAD,45,N
R710,R710_LRP049a,R710_LRP050,R710_LRP049a-R710_LRP050,ROAD,45,N
R710,R710_LRP050,R710_LRP050a,R710_LRP050-R710_LRP050a,ROAD,45,N
R710,R710_LRP050a,R710_LRP050b,R710_LRP050a-R710_LRP050b,ROAD,45,N
R710,R710_LRP050b,R710_LRP051,R710_LRP050b-R710_LRP051,ROAD,45,N
R710,R710_LRP051,R710_LRP052,R710_LRP051-R710_LRP052,ROAD,45,N
R710,R710_LRP052,R710_LRP052a,R710_LRP052-R710_LRP052a,ROAD,45,N
R710,R710_LRP052a,R710_LRP053,R710_LRP052a-R710_LRP053,ROAD,45,N
R710,R710_LRP053,R710_LRP053a,R710_LRP053-R710_LRP053a,ROAD,45,N
R710,R710_LRP053a,R710_LRP053b,R710_LRP053a-R710_LRP053b,ROAD,45,N
R710,R710_LRP053b,R710_LRP054,R710_LRP053b-R710_LRP054,ROAD,45,N
R710,R710_LRP054,R710_LRP055,R710_LRP054-R710_LRP055,ROAD,45,N
R710,R710_LRP055,R710_LRP056,R710_LRP055-R710_LRP056,ROAD,45,N
R710,R710_LRP056,R710_LRP056a,R710_LRP056-R710_LRP056a,ROAD,45,N
R710,R710_LRP056a,R710_LRP057,R710_LRP056a-R710_LRP057,ROAD,45,N
R710,R710_LRP057,R710_LRP057a,R710_LRP057-R710_LRP057a,ROAD,45,N
R710,R710_LRP057a,R710_LRP057b,R710_LRP057a-R710_LRP057b,ROAD,45,N
R710,R710_LRP057b,R710_LRP058,R710_LRP057b-R710_LRP058,ROAD,45,N
R710,R710_LRP058,R710_LRP058a,R710_LRP058-R710_LRP058a,ROAD,45,N
R710,R710_LRP058a,R710_LRP059,R710_LRP058a-R710_LRP059,ROAD,45,N
R710,R710_LRP059,R710_LRP060,R710_LRP059-R710_LRP060,ROAD,45,N
R710,R710_LRP060,R710_LRP060a,R710_LRP060-R710_LRP060a,ROAD,45,N
R710,R710_LRP060a,R710_LRP061,R710_LRP060a-R710_LRP061,ROAD,45,N
R710,R710_LRP061,R710_LRP061a,R710_LRP061-R710_LRP061a,ROAD,45,N
R710,R710_LRP061a,R710_LRP061b,R710_LRP061a-R710_LRP061b,ROAD,45,N
R710,R710_LRP061b,R710_LRP062,R710_LRP061b-R710_LRP062,ROAD,45,N
R710,R710_LRP062,R710_LRP062a,R710_LRP062-R710_LRP062a,ROAD,45,N
R710,R710_LRP062a,R710_LRP063,R710_LRP062a-R710_LRP063,ROAD,45,N
R710,R710_LRP063,R710_LRP063a,R710_LRP063-R710_LRP063a,ROAD,45,N
R710,R710_LRP063a,R710_LRP063b,R710_LRP063a-R710_LRP063b,ROAD,45,N
R710,R710_LRP063b,R710_LRP064,R710_LRP063b-R710_LRP064,ROAD,45,N
R710,R710_LRP064,R710_LRP065,R710_LRP064-R710_LRP065,ROAD,45,N
R710,R710_LRP065,R710_LRP065a,R710_LRP065-R710_LRP065a,ROAD,45,N
R710,R710_LRP065a,R710_LRP065b,R710_LRP065a-R710_LRP065b,BRIDGE,45,N
R710,R710_LRP065b,R710_LRP066,R710_LRP065b-R710_LRP066,ROAD,45,N
R710,R710_LRP066,R710_LRP067,R710_LRP066-R710_LRP067,ROAD,45,N
R710,R710_LRP067,R710_LRP067a,R710_LRP067-R710_LRP067a,ROAD,45,N
R710,R710_LRP067a,R710_LRP068,R710_LRP067a-R710_LRP068,ROAD,45,N
R710,R710_LRP068,R710_LRP069,R710_LRP068-R710_LRP069,ROAD,45,N
R710,R710_LRP069,R710_LRP070,R710_LRP069-R710_LRP070,ROAD,45,N
R710,R710_LRP070,R710_LRP070a,R710_LRP070-R710_LRP070a,ROAD,45,N
R710,R710_LRP070a,R710_LRP070b,R710_LRP070a-R710_LRP070b,ROAD,45,N
R710,R710_LRP070b,R710_LRP071,R710_LRP070b-R710_LRP071,ROAD,45,N
R710,R710_LRP071,R710_LRP072,R710_LRP071-R710_LRP072,ROAD,45,N
R710,R710_LRP072,R710_LRP072a,R710_LRP072-R710_LRP072a,ROAD,45,N
R710,R710_LRP072a,N704_LRP043c,R710_LRP072a-N704_LRP043c,ROAD,45,N
R710,R710_LRPS,N7_LRP013b,SPUR R710_LRPS-N7_LRP013b,ROAD,45,N
R710,R710_LRPS,N7_LRP014,SPUR R710_LRPS-N7_LRP014,ROAD,45,N
R890,R890_LRPS,R890_LRPSa,R890_LRPS-R890_LRPSa,ROAD,45,N
R890,R890_LRPSa,R890_LRPSb,R890_LRPSa-R890_LRPSb,BRIDGE,45,N
R890,R890_LRPSb,R890_LRPSc,R890_LRPSb-R890_LRPSc,ROAD,45,N
R890,R890_LRPSc,R890_LRP001,R890_LRPSc-R890_LRP001,ROAD,45,N
R890,R890_LRP001,R890_LRP001a,R890_LRP001-R890_LRP001a,ROAD,45,N
R890,R890_LRP001a,R890_LRP002,R890_LRP001a-R890_LRP002,ROAD,45,N
R890,R890_LRP002,R890_LRP003,R890_LRP002-R890_LRP003,ROAD,45,N
R890,R890_LRP003,R890_LRP003a,R890_LRP003-R890_LRP003a,ROAD,45,N
R890,R890_LRP003a,R890_LRP004b,R890_LRP003a-R890_LRP004b,BRIDGE,45,N
R890,R890_LRP004b,R890_LRP004c,R890_LRP004b-R890_LRP004c,ROAD,45,N
R890,R890_LRP004c,R890_LRP005,R890_LRP004c-R890_LRP005,ROAD,45,N
R890,R890_LRP005,R890_LRP006,R890_LRP005-R890_LRP006,ROAD,45,N
R890,R890_LRP006,R890_LRP007,R890_LRP006-R890_LRP007,ROAD,45,N
R890,R890_LRP007,R890_LRP008,R890_LRP007-R890_LRP008,ROAD,45,N
R890,R890_LRP008,R890_LRP009,R890_LRP008-R890_LRP009,ROAD,45,N
R890,R890_LRP009,R890_LRP009a,R890_LRP009-R890_LRP009a,ROAD,45,N
R890,R890_LRP009a,R890_LRP010,R890_LRP009a-R890_LRP010,ROAD,45,N
R890,R890_LRP010,R890_LRP011,R890_LRP010-R890_LRP011,ROAD,45,N
R890,R890_LRP011,R890_LRP012,R890_LRP011-R890_LRP012,ROAD,45,N
R890,R890_LRP012,R890_LRP012a,R890_LRP012-R890_LRP012a,ROAD,45,N
R890,R890_LRP012a,R890_LRP012b,R890_LRP012a-R890_LRP012b,ROAD,45,N
R890,R890_LRP012b,R890_LRP013,R890_LRP012b-R890_LRP013,ROAD,45,N
R890,R890_LRP013,R890_LRP014,R890_LRP013-R890_LRP014,ROAD,45,N
R890,R890_LRP014,R890_LRP015,R890_LRP014-R890_LRP015,ROAD,45,N
R890,R890_LRP015,R890_LRP016,R890_LRP015-R890_LRP016,ROAD,45,N
R890,R890_LRP016,R890_LRP016a,R890_LRP016-R890_LRP016a,ROAD,45,N
R890,R890_LRP016a,R890_LRP016b,R890_LRP016a-R890_LRP016b,BRIDGE,45,N
R890,R890_LRP016b,R890_LRP016c,R890_LRP016b-R890_LRP016c,ROAD,45,N
R890,R890_LRP016c,R890_LRP017,R890_LRP016c-R890_LRP017,ROAD,45,N
R890,R890_LRP017,R890_LRP018,R890_LRP017-R890_LRP018,ROAD,45,N
R890,R890_LRP018,R890_LRP019,R890_LRP018-R890_LRP019,ROAD,45,N
R890,R890_LRP019,R890_LRP019a,R890_LRP019-R890_LRP019a,ROAD,45,N
R890,R890_LRP019a,R890_LRP020,R890_LRP019a-R890_LRP020,ROAD,45,N
R890,R890_LRP020,R890_LRP021,R890_LRP020-R890_LRP021,ROAD,45,N
R890,R890_LRP021,R890_LRP021a,R890_LRP021-R890_LRP021a,ROAD,45,N
R890,R890_LRP021a,R890_LRP021b,R890_LRP021a-R890_LRP021b,BRIDGE,45,N
R890,R890_LRP021b,R890_LRP022,R890_LRP021b-R890_LRP022,ROAD,45,N
R890,R890_LRP022,R890_LRP023,R890_LRP022-R890_LRP023,ROAD,45,N
R890,R890_LRP023,R890_LRP024,R890_LRP023-R890_LRP024,ROAD,45,N
R890,R890_LRP024,R890_LRP025,R890_LRP024-R890_LRP025,ROAD,45,N
R890,R890_LRP025,R890_LRP026,R890_LRP025-R890_LRP026,ROAD,45,N
R890,R890_LRP026,R890_LRP026a,R890_LRP026-R890_LRP026a,ROAD,45,N
R890,R890_LRP026a,R890_LRP026b,R890_LRP026a-R890_LRP026b,ROAD,45,N
R890,R890_LRP026b,R890_LRP027,R890_LRP026b-R890_LRP027,ROAD,45,N
R890,R890_LRP027,R890_LRP028,R890_LRP027-R890_LRP028,ROAD,45,N
R890,R890_LRP028,R890_LRP028a,R890_LRP028-R890_LRP028a,ROAD,45,N
R890,R890_LRP028a,R890_LRP028b,R890_LRP028a-R890_LRP028b,BRIDGE,45,N
R890,R890_LRP028b,R890_LRP029,R890_LRP028b-R890_LRP029,ROAD,45,N
R890,R890_LRP029,R890_LRP029a,R890_LRP029-R890_LRP029a,ROAD,45,N
R890,R890_LRP029a,R890_LRP029b,R890_LRP029a-R890_LRP029b,BRIDGE,45,N
R890,R890_LRP029b,R890_LRP030,R890_LRP029b-R890_LRP030,ROAD,45,N
R890,R890_LRP030,R890_LRP031,R890_LRP030-R890_LRP031,ROAD,45,N
R890,R890_LRP031,R890_LRP032,R890_LRP031-R890_LRP032,ROAD,45,N
R890,R890_LRP032,R890_LRP032a,R890_LRP032-R890_LRP032a,ROAD,45,N
R890,R890_LRP032a,R890_LRP032b,R890_LRP032a-R890_LRP032b,BRIDGE,45,N
R890,R890_LRP032b,R890_LRP033,R890_LRP032b-R890_LRP033,ROAD,45,N
R890,R890_LRP033,R890_LRP034,R890_LRP033-R890_LRP034,ROAD,45,N
R890,R890_LRP034,R890_LRP034a,R890_LRP034-R890_LRP034a,ROAD,45,N
R890,R890_LRP034a,R890_LRP035,R890_LRP034a-R890_LRP035,ROAD,45,N
R890,R890_LRP035,R890_LRP036,R890_LRP035-R890_LRP036,ROAD,45,N
R890,R890_LRP036,R890_LRP037,R890_LRP036-R890_LRP037,ROAD,45,N
R890,R890_LRP037,R890_LRP037a,R890_LRP037-R890_LRP037a,ROAD,45,N
R890,R890_LRP037a,R890_LRP037b,R890_LRP037a-R890_LRP037b,BRIDGE,45,N
R890,R890_LRP037b,R890_LRP038,R890_LRP037b-R890_LRP038,ROAD,45,N
R890,R890_LRP038,R890_LRP039,R890_LRP038-R890_LRP039,ROAD,45,N
R890,R890_LRP039,R890_LRP039a,R890_LRP039-R890_LRP039a,ROAD,45,N
R890,R890_LRP039a,R890_LRP040,R890_LRP039a-R890_LRP040,ROAD,45,N
R890,R890_LRP040,R890_LRP041,R890_LRP040-R890_LRP041,ROAD,45,N
R890,R890_LRP041,R890_LRP041a,R890_LRP041-R890_LRP041a,ROAD,45,N
R890,R890_LRP041a,R890_LRP042,R890_LRP041a-R890_LRP042,ROAD,45,N
R890,R890_LRP042,R890_LRP042a,R890_LRP042-R890_LRP042a,ROAD,45,N
R890,R890_LRP042a,R890_LRP043,R890_LRP042a-R890_LRP043,ROAD,45,N
R890,R890_LRP043,R890_LRP044,R890_LRP043-R890_LRP044,ROAD,45,N
R890,R890_LRP044,R890_LRP044a,R890_LRP044-R890_LRP044a,ROAD,45,N
R890,R890_LRP044a,R890_LRP045,R890_LRP044a-R890_LRP045,ROAD,45,N
R890,R890_LRP045,R890_LRP045a,R890_LRP045-R890_LRP045a,ROAD,45,N
R890,R890_LRP045a,R890_LRP045b,R890_LRP045a-R890_LRP045b,BRIDGE,45,N
R890,R890_LRP045b,R890_LRP046,R890_LRP045b-R890_LRP046,ROAD,45,N
R890,R890_LRP046,R890_LRP047,R890_LRP046-R890_LRP047,ROAD,45,N
R890,R890_LRP047,R890_LRP048,R890_LRP047-R890_LRP048,ROAD,45,N
R890,R890_LRP048,R890_LRP049,R890_LRP048-R890_LRP049,ROAD,45,N
R890,R890_LRP049,R890_LRP050,R890_LRP049-R890_LRP050,ROAD,45,N
R890,R890_LRP050,R890_LRP051,R890_LRP050-R890_LRP051,ROAD,45,N
R890,R890_LRP051,R890_LRP051a,R890_LRP051-R890_LRP051a,ROAD,45,N
R890,R890_LRP051a,R890_LRP051b,R890_LRP051a-R890_LRP051b,BRIDGE,45,N
R890,R890_LRP051b,R890_LRP051c,R890_LRP051b-R890_LRP051c,ROAD,45,N
R890,R890_LRP051c,R890_LRP052,R890_LRP051c-R890_LRP052,ROAD,45,N
R890,R890_LRP052,R890_LRP052a,R890_LRP052-R890_LRP052a,ROAD,45,N
R890,R890_LRP052a,R890_LRP052b,R890_LRP052a-R890_LRP052b,ROAD,45,N
R890,R890_LRP052b,R890_LRP053,R890_LRP052b-R890_LRP053,ROAD,45,N
R890,R890_LRP053,R890_LRP053a,R890_LRP053-R890_LRP053a,ROAD,45,N
R890,R890_LRP053a,R890_LRP053b,R890_LRP053a-R890_LRP053b,ROAD,45,N
R890,R890_LRP053b,R890_LRP053c,R890_LRP053b-R890_LRP053c,BRIDGE,45,N
R890,R890_LRP053c,R890_LRP054,R890_LRP053c-R890_LRP054,ROAD,45,N
R890,R890_LRP054,R890_LRP055,R890_LRP054-R890_LRP055,ROAD,45,N
R890,R890_LRP055,R890_LRP056,R890_LRP055-R890_LRP056,ROAD,45,N
R890,R890_LRP056,R890_LRP056a,R890_LRP056-R890_LRP056a,ROAD,45,N
R890,R890_LRP056a,R890_LRP057,R890_LRP056a-R890_LRP057,ROAD,45,N
R890,R890_LRP057,R890_LRP058,R890_LRP057-R890_LRP058,ROAD,45,N
R890,R890_LRP058,R890_LRP059,R890_LRP058-R890_LRP059,ROAD,45,N
R890,R890_LRP059,R890_LRP059a,R890_LRP059-R890_LRP059a,ROAD,45,N
R890,R890_LRP059a,R890_LRP060,R890_LRP059a-R890_LRP060,ROAD,45,N
R890,R890_LRP060,R890_LRP060a,R890_LRP060-R890_LRP060a,ROAD,45,N
R890,R890_LRP060a,R890_LRP061,R890_LRP060a-R890_LRP061,ROAD,45,N
R890,R890_LRP061,R890_LRP062,R890_LRP061-R890_LRP062,ROAD,45,N
R890,R890_LRP062,R890_LRP062a,R890_LRP062-R890_LRP062a,ROAD,45,N
R890,R890_LRP062a,R890_LRP063,R890_LRP062a-R890_LRP063,ROAD,45,N
R890,R890_LRP063,R890_LRP064,R890_LRP063-R890_LRP064,ROAD,45,N
R890,R890_LRP064,R890_LRP064a,R890_LRP064-R890_LRP064a,ROAD,45,N
R890,R890_LRP064a,R890_LRP064b,R890_LRP064a-R890_LRP064b,ROAD,45,N
R890,R890_LRP064b,R890_LRP065,R890_LRP064b-R890_LRP065,ROAD,45,N
R890,R890_LRP065,R890_LRP065a,R890_LRP065-R890_LRP065a,ROAD,45,N
R890,R890_LRP065a,R890_LRP066,R890_LRP065a-R890_LRP066,ROAD,45,N
R890,R890_LRP066,R890_LRP066a,R890_LRP066-R890_LRP066a,ROAD,45,N
R890,R890_LRP066a,R890_LRP067,R890_LRP066a-R890_LRP067,ROAD,45,N
R890,R890_LRP067,R890_LRP067a,R890_LRP067-R890_LRP067a,ROAD,45,N
R890,R890_LRP067a,R890_LRP068,R890_LRP067a-R890_LRP068,ROAD,45,N
R890,R890_LRP068,R890_LRP069,R890_LRP068-R890_LRP069,ROAD,45,N
R890,R890_LRP069,R890_LRP069a,R890_LRP069-R890_LRP069a,ROAD,45,N
R890,R890_LRP069a,R890_LRP070,R890_LRP069a-R890_LRP070,ROAD,45,N
R890,R890_LRP070,R890_LRP070a,R890_LRP070-R890_LRP070a,ROAD,45,N
R890,R890_LRP070a,R890_LRP071,R890_LRP070a-R890_LRP071,ROAD,45,N
R890,R890_LRP071,R890_LRP072,R890_LRP071-R890_LRP072,ROAD,45,N
R890,R890_LRP072,R890_LRP072a,R890_LRP072-R890_LRP072a,ROAD,45,N
R890,R890_LRP072a,R890_LRP072b,R890_LRP072a-R890_LRP072b,ROAD,45,N
