road,lrp1,lrp2,name,gap,newspeed
N105,N105_LRP026c,N105_LRP027,N105_LRP026c-N105_LRP027,ROAD,70
N105,N105_LRP027,N105_LRP028,N105_LRP027-N105_LRP028,ROAD,70
N105,N105_LRP028,N105_LRP028a,N105_LRP028-N105_LRP028a,ROAD,70
N105,N105_LRP028a,N105_LRP028b,N105_LRP028a-N105_LRP028b,ROAD,70
N105,N105_LRP028b,N105_LRP028c,N105_LRP028b-N105_LRP028c,ROAD,70
N105,N105_LRP028c,N105_LRP029,N105_LRP028c-N105_LRP029,ROAD,70
N105,N105_LRP029,N105_LRP029a,N105_LRP029-N105_LRP029a,ROAD,70
N105,N105_LRP029a,N105_LRP030,N105_LRP029a-N105_LRP030,ROAD,70
N105,N105_LRP030,N105_LRP031,N105_LRP030-N105_LRP031,ROAD,70
N105,N105_LRP031,N105_LRP031a,N105_LRP031-N105_LRP031a,ROAD,70
N105,N105_LRP031a,N105_LRP031c,N105_LRP031a-N105_LRP031c,ROAD,70
N105,N105_LRP031c,N105_LRP031d,N105_LRP031c-N105_LRP031d,BRIDGE,70
N105,N105_LRP031d,N105_LRP032,N105_LRP031d-N105_LRP032,ROAD,70
N105,N105_LRP032,N105_LRP032a,N105_LRP032-N105_LRP032a,ROAD,70
N105,N105_LRP032a,N105_LRP032b,N105_LRP032a-N105_LRP032b,ROAD,70
N105,N105_LRP032b,N105_LRP033,N105_LRP032b-N105_LRP033,ROAD,70
N105,N105_LRP033,N105_LRP033a,N105_LRP033-N105_LRP033a,ROAD,70
N105,N105_LRP033a,N105_LRP033b,N105_LRP033a-N105_LRP033b,ROAD,70
N105,N105_LRP033b,N105_LRP034,N105_LRP033b-N105_LRP034,ROAD,70
N105,N105_LRP034,N105_LRP034b,N105_LRP034-N105_LRP034b,BRIDGE,70
N105,N105_LRP034b,N105_LRP034c,N105_LRP034b-N105_LRP034c,ROAD,70
N105,N105_LRP034c,N105_LRP035,N105_LRP034c-N105_LRP035,ROAD,70
N105,N105_LRP035,N105_LRP035a,N105_LRP035-N105_LRP035a,ROAD,70
N105,N105_LRP035a,N105_LRP036,N105_LRP035a-N105_LRP036,ROAD,70
N105,N105_LRP036,N105_LRP036a,N105_LRP036-N105_LRP036a,ROAD,70
N105,N105_LRP036a,N105_LRP036b,N105_LRP036a-N105_LRP036b,ROAD,70
N105,N105_LRP036b,N105_LRP037,N105_LRP036b-N105_LRP037,ROAD,70
N105,N105_LRP037,N105_LRP037a,N105_LRP037-N105_LRP037a,ROAD,70
N105,N105_LRP037a,N105_LRP037b,N105_LRP037a-N105_LRP037b,ROAD,70
N105,N105_LRP037b,N105_LRP037c,N105_LRP037b-N105_LRP037c,ROAD,70
N105,N105_LRP037c,N105_LRP038,N105_LRP037c-N105_LRP038,ROAD,70
N105,N105_LRP038,N105_LRP038a,N105_LRP038-N105_LRP038a,ROAD,70
N105,N105_LRP038a,N105_LRP039,N105_LRP038a-N105_LRP039,ROAD,70
N105,N105_LRP039,N105_LRP039a,N105_LRP039-N105_LRP039a,ROAD,70
N105,N105_LRP039a,N105_LRP040,N105_LRP039a-N105_LRP040,ROAD,70
N105,N105_LRP040,N105_LRP040a,N105_LRP040-N105_LRP040a,ROAD,70
N105,N105_LRP040a,N105_LRP041,N105_LRP040a-N105_LRP041,ROAD,70
N105,N105_LRP041,N105_LRP041a,N105_LRP041-N105_LRP041a,ROAD,70
N105,N105_LRP041a,N105_LRP042,N105_LRP041a-N105_LRP042,ROAD,70
N105,N105_LRP042,N105_LRP042a,N105_LRP042-N105_LRP042a,ROAD,70
N105,N105_LRP042a,N105_LRP042b,N105_LRP042a-N105_LRP042b,ROAD,70
N105,N105_LRP042b,N105_LRP043,N105_LRP042b-N105_LRP043,ROAD,70
N105,N105_LRP043,N105_LRP044,N105_LRP043-N105_LRP044,ROAD,70
N105,N105_LRP044,N105_LRP044a,N105_LRP044-N105_LRP044a,ROAD,70
N105,N105_LRP044a,N105_LRP044b,N105_LRP044a-N105_LRP044b,ROAD,70
N105,N105_LRP044b,N105_LRP044c,N105_LRP044b-N105_LRP044c,ROAD,70
N105,N105_LRP044c,N105_LRP045,N105_LRP044c-N105_LRP045,ROAD,70
N105,N105_LRP045,N105_LRP045a,N105_LRP045-N105_LRP045a,ROAD,70
N105,N105_LRP045a,N105_LRP045b,N105_LRP045a-N105_LRP045b,ROAD,70
N105,N105_LRP045b,N105_LRP045c,N105_LRP045b-N105_LRP045c,ROAD,70
N105,N105_LRP045c,N105_LRP046,N105_LRP045c-N105_LRP046,ROAD,70
N105,N105_LRP046,N105_LRP046a,N105_LRP046-N105_LRP046a,ROAD,70
N105,N105_LRP046a,N105_LRP046b,N105_LRP046a-N105_LRP046b,ROAD,70
N105,N105_LRP046b,N105_LRP046c,N105_LRP046b-N105_LRP046c,ROAD,70
N105,N105_LRP046c,N105_LRP046d,N105_LRP046c-N105_LRP046d,ROAD,70
N105,N105_LRP046d,N105_LRP047,N105_LRP046d-N105_LRP047,ROAD,70
N105,N105_LRP047,N105_LRP047a,N105_LRP047-N105_LRP047a,ROAD,70
N105,N105_LRP047a,N105_LRP047b,N105_LRP047a-N105_LRP047b,ROAD,70
N105,N105_LRP047b,N105_LRP048,N105_LRP047b-N105_LRP048,ROAD,70
N105,N105_LRP048,N4_LRP003,SPUR N105_LRP048-N4_LRP003,ROAD,70
N105,N105_LRPS,N1_LRP012b,SPUR N105_LRPS-N1_LRP012b,ROAD,70
N105,N105_LRPS,N1_LRP012c,SPUR N105_LRPS-N1_LRP012c,ROAD,70
N105,N105_LRPS,N1_LRP012a,SPUR N105_LRPS-N1_LRP012a,ROAD,70
N105,N105_LRPS,R113_LRPS,SPUR N105_LRPS-R113_LRPS,ROAD,70
N105,N105_LRP012a,N2_LRP012a,SPUR N105_LRP012a-N2_LRP012a,ROAD,70
N105,N105_LRP012a,N2_LRP012b,SPUR N105_LRP012a-N2_LRP012b,ROAD,70
N105,N105_LRP012a,N2_LRP012c,SPUR N105_LRP012a-N2_LRP012c,ROAD,70
N105,N105_LRP046a,N3_LRP020a,SPUR N105_LRP046a-N3_LRP020a,ROAD,70
